Formula,Compound Name,CAS ID,Mass,RT,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_48_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T
C38H62O6,C38H62O6,,614.4474,12.7109995,,,,768025.0,678970.0,1049664.0,552123.0,428247.0,301896.0,602387.0,565923.0,694417.0,841803.0,439563.0,521239.0,624495.0,478019.0,473997.0,352679.0,292297.0,525356.0,384565.0,451258.0,571903.0,417093.0,553876.0,452849.0,1410985.0,1417061.0,1803503.0,588317.0,390150.0,2281315.0,1293969.0,1356583.0,911123.0,3173333.0,1527361.0,3132207.0,634250.0,952816.0,1510105.0,1650175.0,1714577.0,1629797.0,466925.0,988934.0,1298289.0,985952.0,692284.0,350348.0,768025.0,428247.0,602387.0,521239.0,478019.0,352679.0,451258.0,1417061.0,588317.0,1293969.0,3132207.0,952816.0,1650175.0,988934.0,692284.0
C38H62O6,C38H62O6,,614.4607,12.666995,,,,94034.0,69191.0,112697.0,54733.0,,62851.0,56406.0,52745.0,77721.0,82787.0,79862.0,49474.0,62931.0,56070.0,,,,70199.0,,,64793.0,,,45274.0,265603.0,274833.0,228187.0,,,311260.0,150884.0,72631.0,72152.0,264102.0,127542.0,257400.0,,,112984.0,130450.0,274467.0,137591.0,,,,74248.0,71321.0,57255.0,94034.0,58792.0,56406.0,79862.0,59500.0,70199.0,64793.0,265603.0,311260.0,72631.0,257400.0,112984.0,137591.0,,71321.0
C38H62O8,C38H62O8,,646.4496,11.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,309927.0,309678.0,,,,,,,,,,13534.0,,,70121.0,27276.0,113650.0,278207.0,,785022.0,,450326.0,12707.0,16982.0,,,,,,,,309802.0,,,13534.0,70121.0,113650.0,785022.0,16982.0
C38H62O8 11.206997,C38H62O8 11.206997,,646.4491,11.206997,,,,,,,,,,,,,,,,,,,,,,,,,,,,136903.0,185325.0,,,,,,,,,,13534.0,,,70121.0,27276.0,29789.0,65235.0,,173490.0,,114378.0,12671.0,16982.0,,,,,,,,161114.0,,,13534.0,70121.0,29789.0,173490.0,16982.0
C38H64O4,C38H64O4,,584.4807,12.267005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30153.0,17095.0,,,50173.0,,,,17623.0,,9209.0,,,,,23028.0,,,,,,,,,,,,,,,23624.0,50173.0,,13416.0,,23028.0,,
C38H66N14O10,C38H66N14O10,,878.5079,9.837003999999999,,,,20906.0,20514.0,,,,,,,,,,,36035.0,,22772.0,26913.0,,,,,,,22711.0,,16213.0,,68989.0,,,65983.0,46787.0,39745.0,,31405.0,35182.0,35932.0,43676.0,27665.0,,,,,123806.0,70827.0,,67038.0,83671.0,98429.0,20710.0,,,,29404.0,26913.0,,42601.0,65983.0,43266.0,35182.0,35670.0,,97316.0,83671.0
C38H68N2O7,C38H68N2O7,,664.4981,13.885992000000002,,,,31782.0,27385.0,107540.0,90220.0,30756.0,128678.0,104690.0,102420.0,83315.0,199434.0,117854.0,74568.0,82390.0,111401.0,96109.0,69878.0,66363.0,111236.0,81811.0,138097.0,332868.0,105359.0,64347.0,118261.0,37404.0,43705.0,175676.0,,,114192.0,98153.0,85712.0,43462.0,507480.0,155938.0,389692.0,52254.0,56029.0,299475.0,62920.0,162785.0,383631.0,305546.0,158602.0,198471.0,36777.0,174079.0,147577.0,31782.0,90220.0,102420.0,117854.0,96109.0,69878.0,138097.0,43705.0,114192.0,85712.0,389692.0,56029.0,162785.0,198471.0,147577.0
C38H68N8O9,C38H68N8O9,,780.5102,11.078002,,,,676699.0,651056.0,753543.0,693712.0,390134.0,646471.0,681014.0,608426.0,680476.0,730522.0,680931.0,565148.0,586285.0,833638.0,617944.0,558824.0,295246.0,639520.0,565838.0,723556.0,729655.0,599760.0,638417.0,634945.0,494730.0,878500.0,874710.0,27164.0,1098371.0,811445.0,640781.0,893859.0,852770.0,643000.0,808011.0,689817.0,635856.0,803156.0,1055423.0,806883.0,816810.0,807909.0,672549.0,701659.0,879791.0,726661.0,745287.0,645597.0,676699.0,646471.0,680476.0,680931.0,617944.0,558824.0,723556.0,874710.0,811445.0,852770.0,689817.0,803156.0,807909.0,701659.0,726661.0
C38H68O5,C38H68O5,,604.5124,11.463005,,,,,,,,,,,,,23692.0,,,,,,,,27371.0,,19884.0,30423.0,,,32854.0,32539.0,28420.0,23776.0,,,41724.0,16458.0,18306.0,15858.0,20908.0,,21423.0,,23583.0,33265.0,17630.0,60049.0,28589.0,,18564.0,36367.0,26236.0,25807.0,19072.0,,,,23692.0,,27371.0,25154.0,28420.0,41724.0,16458.0,21166.0,28424.0,28589.0,27466.0,25807.0
C38H69NO12,C38H69NO12,,731.4755,12.665999999999999,,,,,,,,,,,,,,,,,,200236.0,,,,,,,,,,308098.0,318198.0,,,,,,,,,,,,,,,,350201.0,,,403203.0,359120.0,,,,,,,200236.0,,,313148.0,,,,,350201.0,403203.0,359120.0
C38H70N20O9,C38H70N20O9,,950.5686,10.6640005,,,,,,,,,267945.0,,,,,,,,,,,165738.0,,,,,,277701.0,275537.0,,,,,,445186.0,,,,322298.0,,,,,,386724.0,,398456.0,,,,333672.0,,,,267945.0,,,,165738.0,,,445186.0,,322298.0,,392590.0,,333672.0
C38H70N20O9 12.116002,C38H70N20O9 12.116002,,950.5505,12.116002,,,,,,34713.0,,,,,,,30415.0,20938.0,,26891.0,30853.0,23389.0,30880.0,,24101.0,,,23347.0,,25477.0,,81109.0,110816.0,105294.0,,122792.0,106013.0,37164.0,58567.0,42516.0,128835.0,119462.0,163537.0,28093.0,50245.0,84923.0,103676.0,143339.0,120347.0,27457.0,46594.0,53471.0,54990.0,47338.0,,34713.0,,,25676.0,26891.0,27490.0,23347.0,105294.0,114402.0,42516.0,128835.0,50245.0,120347.0,46594.0,51164.0
C38H70N2O13,C38H70N2O13,,762.4959,12.728003,98788.0,144743.0,121765.5,574028.0,536899.0,537061.0,421012.0,344195.0,199521.0,426376.0,416586.0,467452.0,493353.0,205236.0,416318.0,433762.0,550895.0,379658.0,541699.0,324307.0,371251.0,475619.0,473505.0,538359.0,521774.0,506371.0,351860.0,482225.0,498834.0,487768.0,,436085.0,403535.0,416695.0,488300.0,405578.0,487193.0,498117.0,420609.0,560091.0,529036.0,466813.0,423474.0,,573288.0,467300.0,443274.0,474689.0,555966.0,561251.0,551364.0,537061.0,344195.0,426376.0,416318.0,433762.0,371251.0,475619.0,487768.0,419810.0,416695.0,487193.0,529036.0,498381.0,467300.0,555966.0
C38H71O11P,C38H71O11P,,734.4834,11.7059965,,,,31780.0,56523.0,51675.0,54602.0,,48659.0,50508.0,47532.0,,55048.0,51006.0,41205.0,28794.0,,,25986.0,,33785.0,44418.0,28296.0,26940.0,,48617.0,45398.0,17280.0,62673.0,48454.0,,57289.0,,27816.0,16480.0,11318.0,,13206.0,22205.0,15495.0,30364.0,63285.0,47531.0,74586.0,79277.0,16325.0,16415.0,39669.0,15816.0,16911.0,15849.0,51675.0,51630.0,49020.0,51006.0,28794.0,29886.0,28296.0,48454.0,57289.0,16480.0,17706.0,30364.0,74586.0,16415.0,15849.0
C38H72N14O10,C38H72N14O10,,884.56,10.636996,,,,277054.0,204795.0,222134.0,215757.0,121687.0,193970.0,198049.0,181053.0,201360.0,193846.0,193926.0,159647.0,197129.0,294566.0,227242.0,190864.0,154155.0,210433.0,183751.0,214503.0,229440.0,188330.0,195658.0,191175.0,182940.0,269714.0,307391.0,,342621.0,249700.0,231307.0,272633.0,246128.0,214258.0,250255.0,213475.0,241328.0,275936.0,285605.0,254493.0,287236.0,268686.0,258712.0,232686.0,278184.0,208495.0,232677.0,241972.0,222134.0,193970.0,198049.0,193846.0,227242.0,190864.0,214503.0,269714.0,296160.0,246128.0,214258.0,275936.0,268686.0,258712.0,232677.0
C38H72O6,C38H72O6,,624.5337,13.0770035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51819.0,56737.0,,,69514.0,,,,71961.0,,69136.0,,,,,71908.0,,,,,,,,,,,,,,,54278.0,69514.0,,70548.0,,71908.0,,
C38H73N13O9,C38H73N13O9,,855.5631,15.28001,,,,,,,,,,,,,,,,,,,,,,,,,,,,252797.0,311014.0,,,614443.0,,,,,,,,,,,107513.0,90486.0,118836.0,,,,,,,,,,,,,,281906.0,614443.0,,,,107513.0,,
C38H73N13O9 14.268999,C38H73N13O9 14.268999,,855.5584,14.268998999999999,,,,,,,,,,,,,,,107381.0,,,,,,,,,,,,,42692.0,71764.0,53043.0,,,,,,,,,,,,,80835.0,209027.0,77854.0,,,,,,,,,,107381.0,,,,53043.0,,,,,80835.0,,
C38H74N16O9,C38H74N16O9,,898.5786,10.853,,,,529492.0,500957.0,510071.0,544682.0,258649.0,433276.0,493830.0,456970.0,482001.0,476140.0,478918.0,419470.0,445265.0,644118.0,432087.0,411474.0,253651.0,493099.0,432738.0,503910.0,540686.0,409070.0,459592.0,466560.0,433331.0,640019.0,670462.0,,799533.0,638401.0,521468.0,613479.0,592302.0,524331.0,579763.0,515928.0,540592.0,672716.0,692207.0,582147.0,601458.0,618969.0,565580.0,509067.0,656307.0,500387.0,546143.0,533978.0,510071.0,433276.0,482001.0,476140.0,445265.0,411474.0,503910.0,640019.0,718967.0,592302.0,524331.0,672716.0,601458.0,565580.0,533978.0
C38H74O5S,C38H74O5S,,642.5271,11.396999000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,70013.0,78395.0,,,,,,,,,,,,,,,,,,74152.0,,,,,,,,,,,,74204.0,,,,,,74152.0,
C38H75NO3,C38H75NO3,,593.5712,14.219992999999999,,,,,,,,,,,,,,,46648.0,33771.0,,,,,,,,,,,,164974.0,303451.0,866458.0,,,240355.0,455290.0,20446.0,23383.0,283951.0,99904.0,125165.0,51510.0,50479.0,,100082.0,43864.0,62838.0,,,,,,200477.0,,,,46648.0,33771.0,,,303451.0,240355.0,23383.0,125165.0,50994.0,62838.0,,200477.0
C38H76N14O8S,C38H76N14O8S,,888.5865,12.9509945,,,,130515.0,,97430.0,,94780.0,,137287.0,190639.0,124769.0,185513.0,158135.0,64060.0,142951.0,,,,142865.0,240256.0,100794.0,118266.0,277011.0,123468.0,,146800.0,,284571.0,3153620.0,,144877.0,378365.0,751508.0,149900.0,147738.0,1020882.0,549982.0,1015703.0,,,115515.0,322000.0,718750.0,183068.0,,,,,,207321.0,113972.0,94780.0,137287.0,158135.0,142951.0,191560.0,118266.0,1719096.0,261621.0,149900.0,1015703.0,115515.0,322000.0,,207321.0
C38H76N14O8S 14.211996,C38H76N14O8S 14.211996,,888.5846,14.211996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63807.0,,,,24095.0,,,23014.0,,17277.0,,,,,,,,,,,,,,,,,,,,63807.0,,24095.0,20146.0,,,,
C38H78N2O8P,C38H78N2O8P,,721.5356,13.366001999999998,,,,12449.0,,,14737.0,,18075.0,,24090.0,19457.0,19356.0,,37731.0,19706.0,,20598.0,,,20558.0,12369.0,13127.0,22704.0,20082.0,20965.0,12511.0,69744.0,73003.0,189718.0,,,65128.0,178166.0,,,112942.0,74538.0,93208.0,28838.0,27943.0,,54076.0,24161.0,38859.0,,,19791.0,,,80064.0,12449.0,16406.0,21774.0,28544.0,20152.0,20558.0,13127.0,73003.0,65128.0,178166.0,93208.0,28390.0,38859.0,19791.0,80064.0
C38H79O5P,C38H79O5P,,646.5586,14.513,,,,,151286.0,41533.0,80548.0,112863.0,61761.0,79350.0,146560.0,144041.0,124519.0,145900.0,100546.0,478501.0,156398.0,,,,,164061.0,116311.0,,157633.0,115149.0,,2855116.0,202045.0,918894.0,744864.0,,128921.0,1665013.0,812304.0,95022.0,299607.0,4568272.0,863956.0,,363679.0,347717.0,58853.0,146676.0,209281.0,1625548.0,80042.0,98072.0,109573.0,,109018.0,96410.0,80548.0,144041.0,124519.0,317450.0,,140186.0,918894.0,436892.0,812304.0,863956.0,355698.0,146676.0,98072.0,109296.0
C38H79O5P,C38H79O5P,,646.561,12.489995,,,,,,,,,,,,,,,,17411.0,,,,,,,,,,,,72674.0,155263.0,227022.0,,52267.0,27597.0,24663.0,17805.0,21680.0,40785.0,30493.0,47182.0,,,28788.0,60894.0,265811.0,44168.0,,,,17963.0,,20550.0,,,,,17411.0,,,155263.0,39932.0,21680.0,40785.0,28788.0,60894.0,,19256.0
C39H38N4O14,C39H38N4O14,,786.2322,7.678001400000001,,,,27133.0,27664.0,,31630.0,24075.0,30973.0,32613.0,32083.0,30231.0,27858.0,26040.0,24064.0,,,,25824.0,,25342.0,,26886.0,27767.0,26837.0,27623.0,27308.0,,,,,,,,,31762.0,,,,,,,28403.0,,28814.0,,,,,,,27398.0,30973.0,32083.0,26040.0,,25583.0,27326.0,,,31762.0,,,28608.0,,
C39H39N3,C39H39N3,,549.3163,12.75,,,,41753.0,27055.0,,,,,,,21257.0,22577.0,,,31076.0,30587.0,,37538.0,,48653.0,,30354.0,,28072.0,,38161.0,,,82540.0,,29419.0,75870.0,67206.0,,,70351.0,46259.0,46179.0,27995.0,,26631.0,50708.0,,,,,,30263.0,,,34404.0,,21257.0,22577.0,30832.0,43096.0,30354.0,82540.0,52644.0,67206.0,46259.0,27313.0,50708.0,,30263.0
C39H41N3O11S,C39H41N3O11S,,759.2434,10.620999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39841.0,33530.0,,,,,,,,,,,,,,,,36686.0
C39H44N2O8,C39H44N2O8,,668.3177,11.109993,,,,111006.0,58867.0,84016.0,52682.0,,48534.0,45102.0,40335.0,64554.0,83074.0,87532.0,67027.0,44836.0,39443.0,,75153.0,,103662.0,43802.0,62166.0,78524.0,60818.0,,74387.0,94954.0,192142.0,787766.0,56733.0,183012.0,419239.0,371671.0,101208.0,140288.0,527911.0,209733.0,462368.0,110684.0,105285.0,65350.0,246769.0,384035.0,96594.0,,,,,46012.0,72806.0,84016.0,50608.0,45102.0,83074.0,42140.0,89408.0,62166.0,192142.0,183012.0,140288.0,462368.0,105285.0,246769.0,,59409.0
C39H46N2O6,C39H46N2O6,,638.3345,8.763,,,,366236.0,350439.0,406048.0,415223.0,247635.0,423296.0,349917.0,298730.0,331899.0,286837.0,255934.0,229762.0,231516.0,375700.0,272922.0,303192.0,172014.0,354204.0,272172.0,328846.0,313799.0,263721.0,284709.0,259012.0,269005.0,379961.0,130622.0,,549072.0,,60587.0,141893.0,340262.0,49127.0,131056.0,46687.0,265443.0,307176.0,383240.0,289226.0,300384.0,298407.0,381343.0,330332.0,426501.0,325343.0,324579.0,276533.0,366236.0,415223.0,331899.0,255934.0,272922.0,303192.0,313799.0,269005.0,549072.0,141893.0,49127.0,307176.0,298407.0,381343.0,324579.0
C39H49Cl3N4O4,C39H49Cl3N4O4,,742.2879,10.467996000000001,,,,,,,37305.0,21218.0,31858.0,,,,,,,,,,,,,,,,,,,,,,22353.0,269849.0,236963.0,,,,,,,30856.0,43675.0,71951.0,,,,,,,,,,,31858.0,,,,,,,236963.0,,,43675.0,,,
C39H50O,C39H50O,,534.3842,12.3359995,,,,235693.0,178865.0,308911.0,490994.0,113302.0,159434.0,295238.0,168089.0,213613.0,252865.0,225571.0,164234.0,547709.0,294562.0,503265.0,121763.0,191021.0,188549.0,525040.0,539655.0,312129.0,247604.0,190012.0,155518.0,739637.0,1066315.0,1343365.0,181623.0,555583.0,1152710.0,507151.0,600860.0,472196.0,1379870.0,1090615.0,1606016.0,439333.0,447575.0,735392.0,699741.0,842300.0,881830.0,213647.0,398984.0,476779.0,342116.0,353721.0,133580.0,235693.0,159434.0,213613.0,225571.0,503265.0,188549.0,525040.0,1066315.0,555583.0,507151.0,1379870.0,447575.0,842300.0,398984.0,342116.0
C39H54O12,C39H54O12,,714.3688,11.0969925,,,,24674.0,,42499.0,,,,,,,,,39452.0,,,,,,,,,,,,,114829.0,238295.0,30860.0,,,,,,,,,,,,,53075.0,227575.0,51581.0,,,,34170.0,,,33586.0,,,39452.0,,,,114829.0,,,,,53075.0,,34170.0
C39H59N7O6,C39H59N7O6,,721.4523,12.1950035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42605.0,,,70418.0,23246.0,,,48311.0,,41636.0,,,,,41538.0,,,,,,,,,,,,,,,42605.0,70418.0,23246.0,44974.0,,41538.0,,
C39H66O3,C39H66O3,,582.4923,12.802997999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,62155.0,110318.0,75469.0,,,75907.0,,,,63362.0,,76286.0,,,,,70025.0,,,,,,,,,,,,,,,75469.0,75907.0,,69824.0,,70025.0,,
C39H66O8,C39H66O8,,662.4738,14.187006,,,,,,,,,,,,,,,,,,,,,20663.0,,,,,,,36048.0,35622.0,,,,,,,,,,,,,,,,,,,,59391.0,,24513.0,,,,,,20663.0,,35835.0,,,,,,,41952.0
C39H66O9,C39H66O9,,678.4703,12.159998,,,,11142.0,,16759.0,,,,,,,23308.0,19115.0,9951.0,40135.0,26683.0,32156.0,13485.0,,22463.0,12620.0,21264.0,41700.0,13943.0,26784.0,20419.0,19717.0,28188.0,172439.0,,,333718.0,101636.0,50722.0,38706.0,241314.0,106503.0,199465.0,11082.0,24743.0,57576.0,57385.0,124645.0,89169.0,,,14161.0,,61026.0,86101.0,13950.0,,,19115.0,32156.0,17974.0,21264.0,28188.0,333718.0,50722.0,199465.0,24743.0,89169.0,14161.0,73564.0
C39H66O9 12.159998,C39H66O9 12.159998,,678.4769,12.159998,,,,,,16759.0,,,,,,,,19370.0,,40135.0,,,13485.0,,,12620.0,21264.0,,,,,72633.0,35226.0,169600.0,,,334050.0,101636.0,50722.0,38952.0,243113.0,106735.0,199889.0,11082.0,24985.0,58454.0,57926.0,29846.0,91015.0,,,13947.0,,,,16759.0,,,19370.0,40135.0,13485.0,16942.0,72633.0,334050.0,50722.0,199889.0,24985.0,57926.0,13947.0,
C39H68N2O4 11.109003,C39H68N2O4 11.109003,,628.518,11.109003,,,,30544.0,,32911.0,,,,,,,41549.0,35395.0,28790.0,39685.0,,,,,29086.0,,,19492.0,,,,83891.0,58103.0,26773.0,,37074.0,26310.0,34585.0,35718.0,51656.0,20441.0,58641.0,24055.0,65171.0,72560.0,160914.0,117379.0,53018.0,31220.0,47734.0,304798.0,,120640.0,103039.0,77558.0,31728.0,,,35395.0,39685.0,29086.0,19492.0,58103.0,31692.0,35718.0,24055.0,72560.0,53018.0,176266.0,103039.0
C39H68O3Si2,C39H68O3Si2,,640.4746,12.242003,,,,,,,,,,,,,15487.0,,,29981.0,16549.0,23897.0,,,15971.0,,,29988.0,,18869.0,14645.0,110178.0,148671.0,279231.0,,,701504.0,47482.0,36690.0,21945.0,304675.0,109569.0,198676.0,43832.0,45164.0,110101.0,92858.0,142893.0,202674.0,19046.0,84546.0,77123.0,37129.0,41735.0,17094.0,,,,15487.0,23897.0,15971.0,29988.0,148671.0,701504.0,36690.0,198676.0,45164.0,142893.0,77123.0,37129.0
C39H68O4,C39H68O4,,600.5203,13.572999,,,,,,,,,,,,,,,,,,,,,,,,,,,,53326.0,109818.0,179040.0,,,39919.0,51912.0,,,41443.0,,26497.0,,,,24469.0,40434.0,,,,,,,75731.0,,,,,,,,109818.0,39919.0,51912.0,33970.0,,32452.0,,75731.0
C39H68O4,C39H68O4,,600.5081,13.940997,,,,235500.0,334861.0,263320.0,317897.0,428582.0,401881.0,559862.0,582800.0,609619.0,377947.0,545235.0,595039.0,688627.0,638712.0,312209.0,189101.0,357804.0,201439.0,666415.0,531767.0,429357.0,603656.0,535360.0,164260.0,1418653.0,153540.0,484256.0,951426.0,,213250.0,545875.0,723921.0,319494.0,997332.0,1752696.0,670415.0,104875.0,630066.0,512823.0,179125.0,556455.0,696420.0,1478149.0,587618.0,296356.0,416350.0,207922.0,440536.0,263320.0,401881.0,582800.0,545235.0,638712.0,201439.0,531767.0,484256.0,582338.0,545875.0,997332.0,512823.0,556455.0,587618.0,416350.0
C39H70N8O9,C39H70N8O9,,794.5266,11.298,,,,350828.0,336867.0,399752.0,298045.0,226867.0,326687.0,348190.0,290930.0,335019.0,379765.0,368096.0,322169.0,345226.0,414115.0,316525.0,279264.0,160362.0,328175.0,296950.0,347585.0,385938.0,316458.0,325178.0,320828.0,289468.0,445398.0,466594.0,,511831.0,407112.0,312542.0,409604.0,361728.0,332120.0,421937.0,342606.0,329924.0,407061.0,565627.0,434871.0,451527.0,449523.0,377960.0,336307.0,432601.0,387462.0,394056.0,333775.0,350828.0,298045.0,335019.0,368096.0,345226.0,279264.0,347585.0,445398.0,459472.0,361728.0,342606.0,407061.0,449523.0,377960.0,387462.0
C39H70O4,C39H70O4,,602.5243,14.182006,,,,93100.0,134744.0,183598.0,171004.0,169376.0,178409.0,259992.0,243266.0,679119.0,345873.0,312206.0,292605.0,861812.0,702875.0,191923.0,136118.0,195598.0,265559.0,288970.0,220197.0,359847.0,298808.0,510025.0,167958.0,1168675.0,404531.0,1338157.0,1289470.0,84740.0,403020.0,749585.0,788150.0,199796.0,2086497.0,4102696.0,952295.0,105571.0,675513.0,458445.0,399478.0,425265.0,286397.0,650863.0,285065.0,384717.0,384051.0,200230.0,587795.0,134744.0,171004.0,259992.0,312206.0,702875.0,195598.0,288970.0,1168675.0,403020.0,749585.0,2086497.0,458445.0,399478.0,384717.0,384051.0
C39H70O4 12.941998,C39H70O4 12.941998,,602.5221,12.941998,,,,,59035.0,,73742.0,71444.0,67314.0,92416.0,80816.0,101133.0,87861.0,84239.0,109671.0,64420.0,,,,57452.0,75027.0,79895.0,76304.0,88286.0,93557.0,,51053.0,77932.0,124618.0,288048.0,,,53784.0,154223.0,101368.0,76414.0,198987.0,190095.0,205206.0,39677.0,68711.0,66371.0,108122.0,100455.0,89998.0,,,,39020.0,,71101.0,59035.0,71444.0,92416.0,87861.0,64420.0,66240.0,79895.0,124618.0,53784.0,101368.0,198987.0,66371.0,100455.0,,55060.0
C39H70O5,C39H70O5,,618.5151,14.007997,,,,44195.0,36710.0,102106.0,71556.0,68491.0,101556.0,77816.0,66962.0,71822.0,140004.0,76034.0,55505.0,55099.0,78873.0,84973.0,57174.0,73751.0,78390.0,67081.0,82722.0,159564.0,84382.0,65909.0,83765.0,66780.0,64266.0,222686.0,,,67394.0,90096.0,62178.0,56523.0,240012.0,95960.0,255076.0,39495.0,48704.0,186454.0,57833.0,120799.0,241307.0,203868.0,79490.0,114939.0,41895.0,119400.0,126170.0,44195.0,71556.0,71822.0,76034.0,78873.0,73751.0,82722.0,66780.0,67394.0,62178.0,240012.0,48704.0,120799.0,114939.0,119400.0
C39H72N2O4,C39H72N2O4,,632.5527,12.4780035,,,,39752.0,25354.0,46898.0,20644.0,,14859.0,22165.0,20964.0,29302.0,38069.0,26189.0,23720.0,44273.0,28290.0,25334.0,19928.0,,25803.0,14295.0,23588.0,32825.0,26389.0,26635.0,19938.0,168729.0,340288.0,516465.0,20509.0,97716.0,77483.0,81703.0,44449.0,58531.0,95585.0,65252.0,107614.0,43772.0,33713.0,57647.0,130042.0,453557.0,89717.0,32293.0,21812.0,,40517.0,30859.0,56269.0,39752.0,17752.0,22165.0,26189.0,28290.0,22866.0,23588.0,340288.0,77483.0,58531.0,95585.0,43772.0,130042.0,27052.0,40517.0
C39H72N2O4 12.468997,C39H72N2O4 12.468997,,632.5445,12.468997,,,,39752.0,25354.0,40542.0,24998.0,,15449.0,21882.0,20964.0,29302.0,36902.0,29352.0,22618.0,44271.0,27983.0,25334.0,19946.0,,23436.0,13980.0,23796.0,60508.0,26389.0,25746.0,19808.0,73073.0,75655.0,80855.0,20509.0,35646.0,129408.0,100084.0,40984.0,58532.0,71666.0,58585.0,127724.0,43772.0,32266.0,23667.0,22031.0,141518.0,78771.0,30563.0,22653.0,,50175.0,30485.0,53332.0,39752.0,20224.0,21882.0,29352.0,27983.0,21691.0,23796.0,75655.0,35646.0,58532.0,71666.0,32266.0,78771.0,26608.0,50175.0
C39H72NO8P,C39H72NO8P,,713.4913,12.864995,18428.0,,,131929.0,46704.0,105587.0,80547.0,64664.0,93842.0,102175.0,100488.0,92104.0,131918.0,119436.0,92907.0,144488.0,134551.0,145931.0,103596.0,75297.0,113660.0,97336.0,102984.0,140024.0,95138.0,123846.0,105320.0,105542.0,82707.0,55015.0,36283.0,42399.0,25846.0,46336.0,49737.0,47818.0,33121.0,48391.0,23615.0,61275.0,32698.0,82210.0,85757.0,81217.0,58495.0,33348.0,106356.0,79896.0,113933.0,93929.0,155792.0,105587.0,80547.0,100488.0,119436.0,144488.0,103596.0,102984.0,82707.0,36283.0,47818.0,33121.0,61275.0,81217.0,79896.0,113933.0
C39H72O4S2,C39H72O4S2,,668.4893,13.036006,,,,127813.0,47404.0,55372.0,47537.0,42364.0,48916.0,,,57903.0,52658.0,,,,62557.0,,,46578.0,107080.0,,,,53851.0,,,81492.0,63788.0,48991.0,,,,,,,,,,,,66925.0,,111948.0,67845.0,,,,79995.0,,83850.0,55372.0,47537.0,57903.0,52658.0,62557.0,76829.0,,63788.0,,,,66925.0,89896.0,,81922.0
C39H73O3P,C39H73O3P,,620.5311,14.278996,,,,,,30624.0,20017.0,,25107.0,,22711.0,19159.0,34428.0,20227.0,24153.0,24474.0,21449.0,21539.0,,,24295.0,,,53092.0,24773.0,,23156.0,70926.0,71819.0,282309.0,,,56063.0,98861.0,,,232789.0,71520.0,190482.0,20902.0,17968.0,49363.0,29722.0,37213.0,82882.0,39638.0,,24392.0,,24208.0,58503.0,30624.0,22562.0,20935.0,24153.0,21539.0,24295.0,53092.0,71819.0,56063.0,98861.0,190482.0,20902.0,37213.0,32015.0,41356.0
C39H75NO5,C39H75NO5,,637.5790000000001,13.882997,,,,,,,,,,,,,,,,,,,,,,,,,,,,24564.0,59646.0,109266.0,,31498.0,36152.0,55713.0,,,22832.0,15319.0,24950.0,,,,,19327.0,,,,,,,28234.0,,,,,,,,59646.0,33825.0,55713.0,22832.0,,19327.0,,28234.0
C39H76FN5,C39H76FN5,,633.6031,14.461996,,,,,,,,,,,,,,,56348.0,66415.0,,,,,,,,,,,,249337.0,231563.0,864196.0,,,216181.0,451359.0,28337.0,32013.0,253322.0,130556.0,117393.0,63551.0,70336.0,28483.0,116823.0,53639.0,72467.0,,,23724.0,,,211238.0,,,,56348.0,66415.0,,,249337.0,216181.0,32013.0,130556.0,63551.0,72467.0,23724.0,211238.0
C39H79NO5,C39H79NO5,,641.6076,14.302001,,,,,,,,,,,,,,,,,,,,,,,,,,,,55833.0,193112.0,547535.0,,66268.0,74069.0,210504.0,,,65082.0,23064.0,85012.0,,,,26947.0,24362.0,17795.0,,,,,,65241.0,,,,,,,,193112.0,70168.0,210504.0,65082.0,,24362.0,,65241.0
