Formula,Compound Name,CAS ID,Mass,RT,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_48_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T
C18H32O3 11.618001,C18H32O3 11.618001,,296.2376,11.618001,,,,,,,,,,,,,,,,,134123.0,97015.0,,,,,,,,76206.0,,50738.0,43997.0,76487.0,,21947.0,30350.0,30117.0,23004.0,44660.0,59766.0,36453.0,85471.0,25920.0,31669.0,34400.0,46827.0,167021.0,68873.0,,37830.0,,42695.0,31573.0,19246.0,,,,,115569.0,,,50738.0,26148.0,30117.0,59766.0,31669.0,68873.0,37830.0,31573.0
C18H32O3 11.788001,C18H32O3 11.788001,,296.2375,11.788001,,,,,,,,,,,,,,,,,,,,,,,,,,,,31142.0,55003.0,66744.0,,20907.0,20182.0,16288.0,22887.0,44942.0,33179.0,20569.0,54841.0,26098.0,31704.0,22080.0,31606.0,105093.0,52311.0,,17047.0,,32159.0,29877.0,18503.0,,,,,,,,55003.0,20544.0,22887.0,33179.0,26098.0,52311.0,17047.0,29877.0
C18H32O3 14.244996,C18H32O3 14.244996,,296.2387,14.244995999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,21602.0,33160.0,,,,,,,,,,,,,,,28229.0,,,,,,,,,,,,,,,27381.0,,,,,28229.0,,
C18H32O4,C18H32O4,,312.2326,9.931000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,247967.0,164058.0,32597.0,23321.0,51544.0,,,,,,62453.0,42839.0,,,54066.0,45844.0,64095.0,48510.0,86888.0,435137.0,33274.0,105628.0,21234.0,21056.0,,,,,,,,164058.0,37432.0,,52646.0,54066.0,48510.0,86888.0,21234.0
C18H33ClO2,C18H33ClO2,,316.2198,10.355995,,,,136266.0,131241.0,162808.0,126132.0,125997.0,100803.0,124365.0,99716.0,97588.0,202635.0,222933.0,171907.0,166006.0,124574.0,101194.0,159264.0,89267.0,161939.0,150106.0,221334.0,222141.0,80371.0,96719.0,92267.0,103472.0,298611.0,135113.0,,237897.0,83665.0,58970.0,91296.0,180460.0,67342.0,62920.0,74279.0,177920.0,211909.0,334953.0,260084.0,280234.0,271115.0,186974.0,177517.0,266812.0,239967.0,190844.0,231513.0,136266.0,125997.0,99716.0,202635.0,124574.0,159264.0,221334.0,135113.0,160781.0,91296.0,67342.0,211909.0,271115.0,186974.0,231513.0
C18H33N2O3,C18H33N2O3,,325.2482,12.7680025,,,,116223.0,97518.0,194674.0,93741.0,209024.0,136714.0,,,,26622.0,31585.0,56929.0,,26355.0,,304950.0,79733.0,95419.0,,534969.0,,82966.0,,211052.0,,,,,,,,,,,,,,,,,,,,,,,,,116223.0,136714.0,,31585.0,26355.0,95419.0,534969.0,,,,,,,,
C18H33N5O7S,C18H33N5O7S,,463.2091,7.700998299999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,58001.0,39309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48655.0,,,,,,,
C18H34N4O14,C18H34N4O14,,530.2082,10.437004,,,,397681.0,443399.0,401964.0,387757.0,245929.0,397722.0,232133.0,143263.0,398386.0,378630.0,393362.0,280091.0,75941.0,689605.0,509265.0,501192.0,315273.0,611936.0,266780.0,629538.0,324236.0,674324.0,683806.0,654081.0,19479.0,137632.0,147138.0,32139.0,964153.0,77877.0,66770.0,140350.0,411577.0,182765.0,275450.0,162546.0,1014018.0,1221119.0,1641038.0,506033.0,554782.0,569555.0,1607725.0,1686870.0,1998431.0,1243739.0,1173816.0,802146.0,401964.0,387757.0,232133.0,378630.0,509265.0,501192.0,324236.0,137632.0,77877.0,140350.0,182765.0,1221119.0,554782.0,1686870.0,1173816.0
C18H34N4O14 10.652005,C18H34N4O14 10.652005,,530.2079,10.652005,,,,397681.0,474903.0,401964.0,74712.0,35800.0,77382.0,52598.0,37865.0,79288.0,97682.0,99227.0,25808.0,26317.0,123555.0,74911.0,111629.0,73427.0,135841.0,61641.0,106754.0,89539.0,118569.0,78395.0,121887.0,19479.0,137632.0,23273.0,32139.0,129017.0,17823.0,81473.0,30143.0,95652.0,36209.0,54449.0,30496.0,164635.0,197478.0,240432.0,113704.0,134934.0,133432.0,237513.0,249725.0,316840.0,88700.0,192797.0,120496.0,401964.0,74712.0,52598.0,97682.0,74911.0,111629.0,89539.0,23273.0,32139.0,81473.0,36209.0,197478.0,133432.0,249725.0,120496.0
C18H34O2,C18H34O2,,282.2557,12.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191062.0,219345.0,,280785.0,,,212085.0,,,,,,,,,,,,,,295017.0,,,,,,,,,,205204.0,280785.0,212085.0,,,,,295017.0
C18H34O2,C18H34O2,,282.256,12.597996,,,,117663.0,191100.0,195462.0,135218.0,132798.0,117506.0,68466.0,134480.0,117358.0,153973.0,135819.0,,186820.0,,,,139782.0,,153411.0,,228623.0,121850.0,,153354.0,,,,,,323184.0,200188.0,,,322456.0,,287808.0,,,350517.0,,379716.0,,279733.0,,,230215.0,154830.0,,191100.0,132798.0,117358.0,144896.0,186820.0,139782.0,191017.0,,323184.0,200188.0,305132.0,350517.0,379716.0,279733.0,192522.0
C18H34O2,C18H34O2,,282.2588,12.5440035,,,,120567.0,61542.0,136330.0,95969.0,59205.0,100434.0,110722.0,99245.0,118313.0,151936.0,141309.0,103609.0,186088.0,188521.0,188798.0,140946.0,89036.0,203418.0,135628.0,179483.0,259906.0,143964.0,209076.0,172732.0,782705.0,927362.0,1718504.0,59321.0,204389.0,1459893.0,575356.0,279819.0,301244.0,1607106.0,519841.0,1593701.0,166347.0,201707.0,476457.0,626263.0,3266945.0,787377.0,116954.0,178166.0,128018.0,359738.0,319756.0,522885.0,120567.0,95969.0,110722.0,141309.0,188521.0,140946.0,179483.0,927362.0,204389.0,301244.0,1593701.0,201707.0,787377.0,128018.0,359738.0
C18H34O2 12.5440035,C18H34O2 12.5440035,,282.272,12.5440035,,,,125345.0,61542.0,135387.0,95969.0,59205.0,100434.0,110388.0,98811.0,118060.0,154877.0,140733.0,101180.0,172114.0,186045.0,187016.0,139874.0,89036.0,201884.0,135388.0,178356.0,256201.0,143692.0,206909.0,171858.0,757963.0,941005.0,1673368.0,59321.0,203342.0,1464622.0,562489.0,283645.0,299054.0,1609584.0,503840.0,1608405.0,166347.0,201321.0,470334.0,609546.0,3119562.0,779145.0,116954.0,177954.0,128018.0,333530.0,316507.0,509445.0,125345.0,95969.0,110388.0,140733.0,186045.0,139874.0,178356.0,941005.0,203342.0,299054.0,1608405.0,201321.0,779145.0,128018.0,333530.0
C18H34O2 12.5440035 :1,C18H34O2 12.5440035 :1,,282.2835,12.5440035,,,,126490.0,61542.0,135387.0,95969.0,59205.0,100434.0,110388.0,98811.0,118060.0,154877.0,140733.0,101119.0,172114.0,186045.0,187016.0,139874.0,89036.0,201884.0,135388.0,178356.0,256201.0,143692.0,206909.0,171858.0,761311.0,948967.0,1673421.0,59321.0,203342.0,1386320.0,562489.0,283501.0,299054.0,1609794.0,524659.0,1608395.0,166347.0,201321.0,456747.0,609546.0,3119562.0,779172.0,116954.0,177954.0,128018.0,333530.0,304884.0,501373.0,126490.0,95969.0,110388.0,140733.0,186045.0,139874.0,178356.0,948967.0,203342.0,299054.0,1608395.0,201321.0,779172.0,128018.0,333530.0
C18H34O2 12.5440035 :2,C18H34O2 12.5440035 :2,,282.3275,12.5440035,,,,125345.0,61542.0,135387.0,95969.0,59205.0,100434.0,110388.0,98811.0,118060.0,154877.0,140733.0,101238.0,172114.0,186045.0,187016.0,139874.0,89036.0,201884.0,135388.0,178356.0,256201.0,143692.0,206909.0,171858.0,778198.0,947603.0,1667161.0,59321.0,203342.0,1464581.0,562428.0,283784.0,299072.0,1609585.0,508821.0,1608404.0,166347.0,201321.0,471135.0,609565.0,3119592.0,779133.0,116954.0,177954.0,128018.0,355343.0,326849.0,514841.0,125345.0,95969.0,110388.0,140733.0,186045.0,139874.0,178356.0,947603.0,203342.0,299072.0,1608404.0,201321.0,779133.0,128018.0,355343.0
C18H34O3,C18H34O3,,298.2483,12.920001,,,,76125.0,66490.0,113546.0,53917.0,43184.0,57169.0,83179.0,73114.0,89547.0,114874.0,94571.0,45957.0,77485.0,60720.0,50927.0,46991.0,,64592.0,41600.0,56671.0,116431.0,31996.0,65334.0,67094.0,253509.0,337223.0,505720.0,82250.0,,504006.0,214933.0,179916.0,130632.0,693125.0,192644.0,746895.0,76761.0,84292.0,221020.0,226632.0,304221.0,348438.0,70632.0,206565.0,215854.0,144825.0,94779.0,,76125.0,53917.0,83179.0,94571.0,60720.0,55792.0,56671.0,337223.0,293128.0,179916.0,693125.0,84292.0,304221.0,206565.0,119802.0
C18H34O3Si,C18H34O3Si,,326.2285,11.991003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40820.0,,,59544.0,,,,38467.0,,37400.0,,,,,27846.0,,,,,,,,,,,,,,,40820.0,59544.0,,37934.0,,27846.0,,
C18H35N4O8P,C18H35N4O8P,,466.2203,9.181000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,86122.0,48305.0,,,,,,,,,,,,,,,,,73509.0,151053.0,,63873.0,,,,,,,,,,67214.0,,,,,,112281.0,63873.0
C18H35NO5,C18H35NO5,,345.25199999999995,12.015009,,,,,,,,,,,,,,,,,,,,,,,,,,,,32945.0,37838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35392.0,,,,,,,
C18H36N2O6,C18H36N2O6,,376.2604,12.065999999999999,164267.0,176542.0,170404.5,2679006.0,1832776.0,2947491.0,1744241.0,1173957.0,1731780.0,2647931.0,2333353.0,2807651.0,2733878.0,2462875.0,1746137.0,2877245.0,3203751.0,2431352.0,2962688.0,1874335.0,4067928.0,2299778.0,2980105.0,3736467.0,2217832.0,2276994.0,2467954.0,2857430.0,3085604.0,3967875.0,1127608.0,2123182.0,3221919.0,4785940.0,6195912.0,4283621.0,3373860.0,2759924.0,2497638.0,6906239.0,8017999.0,10899983.0,5262913.0,4956067.0,4662511.0,6166302.0,7825980.0,8589108.0,7043834.0,5934387.0,4900462.0,2679006.0,1731780.0,2647931.0,2462875.0,2877245.0,2962688.0,2980105.0,3085604.0,2123182.0,4785940.0,2759924.0,8017999.0,4956067.0,7825980.0,5934387.0
C18H36O4Si 11.437994,C18H36O4Si 11.437994,,344.2378,11.437994,,,,31668.0,41383.0,44461.0,20969.0,,21327.0,29430.0,39905.0,51924.0,69152.0,56504.0,40959.0,39757.0,47113.0,39037.0,23458.0,,32046.0,19248.0,27001.0,35134.0,25230.0,,22669.0,185509.0,229471.0,181896.0,38859.0,37587.0,203190.0,510646.0,294843.0,80646.0,194726.0,541190.0,228192.0,43449.0,270912.0,127196.0,504477.0,507427.0,257012.0,78305.0,39364.0,101920.0,253226.0,121514.0,65390.0,41383.0,21148.0,39905.0,56504.0,39757.0,27752.0,27001.0,185509.0,38859.0,294843.0,228192.0,127196.0,504477.0,78305.0,121514.0
C18H37O5P,C18H37O5P,,364.2294,12.703002,105415.0,140962.0,123188.5,460624.0,385576.0,485540.0,388293.0,280508.0,319988.0,338880.0,339418.0,357729.0,425843.0,373800.0,335669.0,313594.0,442250.0,302309.0,304739.0,276381.0,353644.0,346617.0,353360.0,384212.0,355337.0,369274.0,383496.0,394307.0,495159.0,,38762.0,320710.0,324019.0,296775.0,349017.0,336732.0,449917.0,360116.0,379066.0,456376.0,557657.0,536911.0,486054.0,520776.0,492757.0,737442.0,1352280.0,972455.0,746691.0,618631.0,623053.0,460624.0,319988.0,339418.0,373800.0,313594.0,304739.0,353360.0,444733.0,320710.0,336732.0,379066.0,536911.0,492757.0,972455.0,623053.0
C18H38N2O6,C18H38N2O6,,378.2731,12.351007000000001,198825.0,232337.0,215581.0,3553268.0,2486298.0,4012523.0,2433531.0,1517110.0,2544287.0,3727749.0,3178929.0,4159121.0,4440791.0,3655882.0,2708849.0,5180959.0,5322634.0,4400358.0,4665815.0,2824739.0,6691729.0,3472889.0,5036940.0,6859563.0,3168354.0,3300021.0,3774984.0,5215097.0,6051521.0,7456268.0,1792706.0,2089901.0,5893369.0,7766608.0,9445380.0,6473553.0,5772681.0,3597306.0,4074921.0,11999977.0,13199977.0,19799977.0,10999977.0,10499977.0,9546866.0,9551527.0,14499977.0,15499977.0,10499977.0,9999977.0,7148374.0,3553268.0,2433531.0,3727749.0,3655882.0,5180959.0,4665815.0,5036940.0,6051521.0,2089901.0,7766608.0,4074921.0,13199977.0,10499977.0,14499977.0,9999977.0
C18H38O3Si,C18H38O3Si,,330.2593,12.3790045,,,,152869.0,50636.0,216192.0,108970.0,55111.0,102450.0,140714.0,132567.0,133156.0,271818.0,253557.0,141034.0,410271.0,285395.0,361685.0,181816.0,77975.0,251048.0,185640.0,262169.0,412830.0,181108.0,319790.0,247173.0,476737.0,683645.0,3122257.0,63702.0,171408.0,4949102.0,904443.0,424846.0,377293.0,3010549.0,1045687.0,2428984.0,163598.0,262410.0,532676.0,564634.0,2538153.0,893850.0,89131.0,,129302.0,124817.0,431815.0,602904.0,152869.0,102450.0,133156.0,253557.0,361685.0,181816.0,262169.0,683645.0,171408.0,424846.0,2428984.0,262410.0,893850.0,109216.0,431815.0
C18H40O6P2,C18H40O6P2,,414.2302,9.218996,,,,94112.0,99884.0,74306.0,93579.0,54465.0,101210.0,63132.0,49354.0,70184.0,39354.0,22885.0,20731.0,,189444.0,119000.0,68010.0,68514.0,83032.0,47693.0,80431.0,45396.0,52679.0,132043.0,43120.0,235857.0,269511.0,,,126305.0,,,,48668.0,,,,57041.0,61593.0,130554.0,108943.0,122060.0,90784.0,96539.0,312803.0,178671.0,102294.0,64692.0,,94112.0,93579.0,63132.0,22885.0,154222.0,68514.0,47693.0,252684.0,126305.0,48668.0,,61593.0,108943.0,178671.0,83493.0
C18H42N4S3,C18H42N4S3,,410.2575,10.721002,,,,113282.0,68480.0,99782.0,110032.0,57235.0,86011.0,78226.0,74019.0,98931.0,106694.0,99779.0,84384.0,101136.0,190921.0,152501.0,91401.0,57846.0,115431.0,81089.0,108316.0,128207.0,87653.0,133862.0,79540.0,256043.0,170081.0,469123.0,79002.0,268686.0,337189.0,197317.0,258772.0,164949.0,226651.0,278559.0,246381.0,,173307.0,228530.0,277827.0,241463.0,235342.0,192564.0,244731.0,240656.0,238813.0,123626.0,180251.0,99782.0,86011.0,78226.0,99779.0,152501.0,91401.0,108316.0,256043.0,268686.0,197317.0,246381.0,200918.0,241463.0,240656.0,180251.0
C18H56O10Si9,C18H56O10Si9,,684.1912,6.878998299999999,,,,37122.0,38004.0,36037.0,35424.0,28461.0,32007.0,32201.0,30243.0,33217.0,31701.0,29474.0,27688.0,,33438.0,30710.0,32316.0,26466.0,34592.0,29917.0,33256.0,31517.0,28546.0,28532.0,25816.0,27275.0,26452.0,,,24929.0,,,,23481.0,,,,,,25958.0,,,25842.0,25306.0,24420.0,28174.0,25835.0,28020.0,,37122.0,32007.0,32201.0,29474.0,32074.0,32316.0,31517.0,26864.0,24929.0,23481.0,,25958.0,25842.0,25306.0,26928.0
C19H10Cl3F3N2O5S,C19H10Cl3F3N2O5S,,539.9307,5.8389999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162357.0,181677.0,52022.0,,,,,,,,,,,,,,,162357.0
C19H10N2O,C19H10N2O,,282.0786,4.9600029999999995,,,,54571.0,57155.0,47994.0,49509.0,31368.0,57077.0,51169.0,38116.0,51534.0,43007.0,39994.0,42620.0,16577.0,87853.0,62209.0,56497.0,40616.0,58216.0,35095.0,47731.0,34777.0,38299.0,55616.0,38629.0,32452.0,55391.0,,,81192.0,,,21357.0,51417.0,,,,37456.0,47113.0,63390.0,56984.0,58559.0,52353.0,66272.0,59909.0,77284.0,53676.0,45637.0,22618.0,54571.0,49509.0,51169.0,42620.0,62209.0,56497.0,35095.0,43922.0,81192.0,36387.0,,47113.0,56984.0,66272.0,45637.0
C19H12F4,C19H12F4,,316.084,6.714998,,,,258115.0,244531.0,261096.0,252686.0,174845.0,229388.0,266411.0,239988.0,258232.0,185969.0,193060.0,175947.0,199712.0,282011.0,203501.0,266410.0,157696.0,294252.0,237119.0,274772.0,269700.0,208115.0,210374.0,214986.0,141291.0,223571.0,56828.0,,325088.0,,36721.0,93992.0,236360.0,28790.0,77116.0,31843.0,192230.0,218939.0,253410.0,257843.0,265888.0,265273.0,287076.0,269482.0,318748.0,219704.0,213150.0,182906.0,258115.0,229388.0,258232.0,185969.0,203501.0,266410.0,269700.0,141291.0,325088.0,93992.0,31843.0,218939.0,265273.0,287076.0,213150.0
C19H13F3O3,C19H13F3O3,,346.079,5.458004,,,,,,,,,,,,,,,,,56728.0,,151483.0,75213.0,165105.0,,,,69117.0,54935.0,70694.0,,,,,,,,,,,,,,,,,,,,,,92986.0,99361.0,43255.0,,,,,56728.0,151483.0,,,,,,,,,92986.0
C19H13N5O6,C19H13N5O6,,407.0911,6.266999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21838.0,22770.0,22839.0,,,,36978.0,36636.0,28831.0,,,,,,,,,,,,,22770.0,,36636.0
C19H13NO3S2,C19H13NO3S2,,367.0336,7.6140039999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39535.0,19537.0,,,,,,,,,,,,,,,,,,,29536.0,,
C19H14F3N3O,C19H14F3N3O,,357.1091,9.369997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18355.0,48751.0,45839.0,,,,,,,,,,,,,,,45839.0
C19H14F3OP,C19H14F3OP,,346.0762,7.6770015,,,,49102.0,47727.0,41411.0,44193.0,43642.0,53119.0,55364.0,52948.0,56516.0,50937.0,47040.0,45609.0,42685.0,62500.0,54477.0,59320.0,45579.0,63930.0,62499.0,70701.0,67628.0,63428.0,63296.0,61544.0,65691.0,69534.0,28547.0,,117877.0,,,48050.0,68916.0,,37560.0,,64598.0,79578.0,85072.0,85797.0,82215.0,87087.0,96093.0,98205.0,150445.0,43672.0,43276.0,29200.0,47727.0,44193.0,55364.0,47040.0,54477.0,59320.0,67628.0,65691.0,117877.0,58483.0,37560.0,79578.0,85797.0,98205.0,43276.0
C19H14F6N2O4,C19H14F6N2O4,,448.0941,4.063002,,,,,,,,,,,,,,,,,,,,,,,,,32134.0,34621.0,32690.0,,,,,,,,,,,,,14095.0,17098.0,25995.0,,,,23659.0,15937.0,30638.0,,,,,,,,,,,,,,,17098.0,,23659.0,
C19H14I4N2O6,C19H14I4N2O6,,873.7080000000001,13.911992999999999,,,,,,,,,,,,,,,,,,,,,55255.0,,,,,,,41530.0,104098.0,273027.0,,42351.0,27844.0,40150.0,,,42815.0,23901.0,47417.0,,,,15527.0,26934.0,48700.0,,,,,,21154.0,,,,,,55255.0,,104098.0,35098.0,40150.0,42815.0,,26934.0,,21154.0
C19H15FN6O3S2,C19H15FN6O3S2,,458.0666,5.9129972,,,,,,,,,,,,,,,,17203.0,126703.0,133006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,108571.0,80466.0,138578.0,,,,,,,,126703.0,,,,,,,,,108571.0,
C19H15IN2,C19H15IN2,,398.024,1.2449996,,,,13473.0,,15980.0,13931.0,14056.0,10305.0,14822.0,14040.0,10138.0,,13130.0,12249.0,,13046.0,11834.0,,11560.0,11605.0,14844.0,15654.0,,10624.0,,11646.0,,,,,,,,,,,,,,,,,,,,,,,,,14726.0,13931.0,14040.0,12690.0,12440.0,11582.0,15249.0,,,,,,,,
C19H15N2O,C19H15N2O,,287.1188,6.6879992,,,,,,,,,,,,,,,,,110292.0,135596.0,,,,,,,,432017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122944.0,,,,,,,,,,
C19H15N3O4S,C19H15N3O4S,,381.0803,9.679996000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72672.0,105170.0,193705.0,,,,,,,,,,,,,,,,,,,,,105170.0,,,
C19H16BrClFN3O2,C19H16BrClFN3O2,,451.0163,4.061001,,,,18742.0,,16173.0,19940.0,,20073.0,18697.0,,23560.0,,,,,21007.0,,,,,,25557.0,,49903.0,50676.0,52239.0,,16124.0,,,21925.0,,,,16161.0,,,,32206.0,33766.0,37711.0,21961.0,20873.0,19076.0,36131.0,30588.0,39309.0,27676.0,26093.0,,17458.0,20006.0,21128.0,,21007.0,,25557.0,16124.0,21925.0,16161.0,,33766.0,20873.0,36131.0,26884.0
C19H16F2O6,C19H16F2O6,,378.0946,7.2709966,,,,20035.0,18551.0,23521.0,,,,21130.0,25651.0,20640.0,27448.0,26044.0,23242.0,26076.0,21836.0,,24569.0,,36856.0,24343.0,23630.0,32800.0,31396.0,,31056.0,32473.0,29538.0,,,40459.0,,,,34876.0,,17827.0,,27271.0,33328.0,38212.0,33618.0,34679.0,36228.0,33817.0,40882.0,42499.0,29613.0,32991.0,36909.0,20035.0,,21130.0,26044.0,23956.0,30712.0,24343.0,31006.0,40459.0,34876.0,17827.0,33328.0,34679.0,40882.0,32991.0
C19H16O4S,C19H16O4S,,340.0787,4.886001,,,,64669.0,86533.0,63579.0,67536.0,29677.0,48080.0,47469.0,38622.0,59534.0,40457.0,52383.0,48615.0,17396.0,67731.0,28893.0,48150.0,25645.0,83279.0,42046.0,65817.0,93899.0,28814.0,27898.0,31428.0,59833.0,69586.0,,,84485.0,,,15067.0,44318.0,,,,36296.0,60733.0,68228.0,106494.0,50040.0,70605.0,63805.0,80630.0,74194.0,75035.0,38934.0,21919.0,64669.0,48080.0,47469.0,48615.0,28893.0,48150.0,65817.0,64710.0,84485.0,29692.0,,60733.0,70605.0,74194.0,38934.0
C19H16O5,C19H16O5,,324.1038,8.102998,,,,,,,,,,,,,,,,61842.0,86714.0,87287.0,,,,69008.0,96224.0,98212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86714.0,,96224.0,,,,,,,,
C19H17NO7,C19H17NO7,,371.0995,1.1790006000000002,,,,59236.0,23163.0,39839.0,17400.0,,35205.0,,13645.0,37603.0,36128.0,36474.0,28203.0,14680.0,50304.0,30559.0,41858.0,13283.0,63847.0,16450.0,20109.0,46540.0,47437.0,,76531.0,388550.0,490277.0,648290.0,245618.0,494137.0,935969.0,319499.0,150058.0,137076.0,457948.0,484357.0,524940.0,214862.0,213037.0,154271.0,197668.0,225928.0,194823.0,148925.0,190343.0,153999.0,143564.0,266382.0,152474.0,39839.0,26302.0,25624.0,36128.0,30559.0,41858.0,20109.0,490277.0,494137.0,150058.0,484357.0,213037.0,197668.0,153999.0,152474.0
C19H18Cl2N2O4,C19H18Cl2N2O4,,408.0671,4.8829985,,,,21028.0,20750.0,23842.0,24571.0,15688.0,24784.0,24310.0,18618.0,23320.0,14983.0,,14056.0,,22609.0,14596.0,39393.0,,29122.0,21948.0,23169.0,21646.0,15724.0,,14439.0,,25525.0,,,38959.0,,,,23655.0,,,,20907.0,22801.0,24722.0,24281.0,27792.0,27560.0,33378.0,27181.0,35367.0,17953.0,19089.0,,21028.0,24571.0,23320.0,14520.0,18602.0,34258.0,21948.0,25525.0,38959.0,23655.0,,22801.0,27560.0,33378.0,18521.0
C19H18N3O8PS,C19H18N3O8PS,,479.0531,9.268003,,,,,,,,,,,,,,,,,,,,,,70216.0,227429.0,112609.0,,,,,,,,,,,,,,,,110562.0,119581.0,153311.0,103491.0,101457.0,106374.0,,,,,,,,,,,,,112609.0,,,,,119581.0,103491.0,,
C19H19FN4 9.4920025,C19H19FN4 9.4920025,,322.1573,9.4920025,,,,143791.0,190288.0,126897.0,133430.0,97710.0,141346.0,,,165402.0,87932.0,,82989.0,,117737.0,109358.0,123742.0,89302.0,147841.0,,123363.0,85052.0,104146.0,118466.0,129144.0,100772.0,171382.0,,,233393.0,,,,191511.0,89907.0,93249.0,,217243.0,228003.0,331682.0,241445.0,274655.0,271094.0,205123.0,181225.0,222780.0,207590.0,238006.0,148736.0,143791.0,133430.0,165402.0,85460.0,113548.0,123742.0,104208.0,136077.0,233393.0,191511.0,91578.0,228003.0,271094.0,205123.0,207590.0
C19H19NO4S,C19H19NO4S,,357.1052,8.770997,,,,31923.0,30430.0,35915.0,32915.0,24299.0,34264.0,33126.0,26661.0,32683.0,25948.0,24179.0,22430.0,21433.0,30104.0,23518.0,25926.0,18035.0,31105.0,24938.0,27922.0,27777.0,24105.0,24466.0,22707.0,27047.0,38675.0,,,56589.0,,,,25189.0,,,,22102.0,25883.0,43947.0,32826.0,38827.0,31649.0,35668.0,31470.0,59128.0,27635.0,27975.0,21314.0,31923.0,32915.0,32683.0,24179.0,23518.0,25926.0,27777.0,32861.0,56589.0,25189.0,,25883.0,32826.0,35668.0,27635.0
C19H20N4O3,C19H20N4O3,,352.1535,7.503998299999999,,,,,,,,,,,,,,,,,257647.0,295721.0,,,,,,,,196852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276684.0,,,,,,,,,,
C19H20N5O,C19H20N5O,,334.1642,6.2260013,,,,24569.0,27451.0,,,,24948.0,,,,,,,,73076.0,56464.0,,,,,,,,52193.0,,,33183.0,,,46534.0,,,,,,,,,,,,25731.0,,25521.0,,26041.0,,,,26010.0,24948.0,,,64770.0,,,33183.0,46534.0,,,,25731.0,25781.0,
C19H20N8,C19H20N8,,360.1826,8.325004,,,,72024.0,67099.0,83782.0,75116.0,45872.0,79911.0,62604.0,56726.0,69630.0,63087.0,54247.0,50706.0,34196.0,120323.0,72892.0,89236.0,48031.0,111063.0,64929.0,88252.0,87214.0,54416.0,63643.0,58307.0,63852.0,93656.0,,,147417.0,,,36443.0,69496.0,,23364.0,,61084.0,80642.0,138056.0,128070.0,144718.0,127136.0,129438.0,125063.0,183406.0,101478.0,96034.0,28906.0,72024.0,75116.0,62604.0,54247.0,72892.0,89236.0,87214.0,78754.0,147417.0,52970.0,23364.0,80642.0,128070.0,129438.0,96034.0
C19H20N8O,C19H20N8O,,376.1772,7.8269978,,,,26669.0,,28882.0,30319.0,,25221.0,,,,,,,,,,,,29642.0,,,,,,,,37344.0,,,54873.0,,,,,,,,,,41452.0,33068.0,32773.0,31631.0,40057.0,35777.0,54474.0,28226.0,28659.0,,27776.0,27770.0,,,,29642.0,,37344.0,54873.0,,,41452.0,32773.0,40057.0,28442.0
C19H20NO 11.353001,C19H20NO 11.353001,,278.1526,11.353000999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22310.0,14956.0,,,,,,,,,,,,,,26289.0,,,,,,21911.0,,,,,,,,,18633.0,,,,,26289.0,,21911.0
C19H20O11,C19H20O11,,424.0971,1.9670006000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24563.0,,,26773.0,,,,26583.0,,,,35501.0,46329.0,41985.0,39320.0,34556.0,23423.0,32902.0,,34088.0,,24908.0,,,,,,,,,24563.0,26773.0,26583.0,,41985.0,34556.0,33495.0,24908.0
