Compound,Ionization_Mode,Score,Mass,Retention_Time,Frequency,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,48_T1,48_T2,48_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,Mean_MB,Median_MB,STD_MB,CV_MB,N_Abun_MB,Mean_53_T,Median_53_T,STD_53_T,CV_53_T,N_Abun_53_T,Mean_54_T,Median_54_T,STD_54_T,CV_54_T,N_Abun_54_T,Mean_55_T,Median_55_T,STD_55_T,CV_55_T,N_Abun_55_T,Mean_56_T,Median_56_T,STD_56_T,CV_56_T,N_Abun_56_T,Mean_57_T,Median_57_T,STD_57_T,CV_57_T,N_Abun_57_T,Mean_58_T,Median_58_T,STD_58_T,CV_58_T,N_Abun_58_T,Mean_59_T,Median_59_T,STD_59_T,CV_59_T,N_Abun_59_T,Mean_60_T,Median_60_T,STD_60_T,CV_60_T,N_Abun_60_T,Mean_49_T,Median_49_T,STD_49_T,CV_49_T,N_Abun_49_T,Mean_50_T,Median_50_T,STD_50_T,CV_50_T,N_Abun_50_T,Mean_51_T,Median_51_T,STD_51_T,CV_51_T,N_Abun_51_T,Mean_52_T,Median_52_T,STD_52_T,CV_52_T,N_Abun_52_T,Mean_48_T,Median_48_T,STD_48_T,CV_48_T,N_Abun_48_T,Mean_45_T,Median_45_T,STD_45_T,CV_45_T,N_Abun_45_T,Mean_46_T,Median_46_T,STD_46_T,CV_46_T,N_Abun_46_T,Mean_47_T,Median_47_T,STD_47_T,CV_47_T,N_Abun_47_T,is_Formate_Adduct,has_Formate_Adduct,unique_Formate_Number,is_Na_Adduct,has_Na_Adduct,unique_Na_Number,is_Ammonium_Adduct,has_Ammonium_Adduct,unique_Ammonium_Number,is_H2O_Adduct,has_H2O_Adduct,unique_H2O_Number,is_CO2_Adduct,has_CO2_Adduct,unique_CO2_Number,Rounded_Mass,Median_ALLSamples,SampletoBlanks_ratio,Median_ALLMB,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_60_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T,BlankSub_Median_48_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_ALLSamples
C18H30N2O3S,,73.57,354.1983,9.463996,50,,,,2248021.0,101784.0,176238.0,156636.0,101967.0,139929.0,175065.0,2431354.0,193395.0,136068.0,121914.0,134675.0,2129027.0,4822415.0,557264.0,133629.0,1410710.0,146766.0,2162566.0,160725.0,175447.0,1882503.0,372672.0,1878697.0,2108081.0,154256.0,229574.0,204038.0,226053.0,220504.0,210209.0,225596.0,261597.0,177258.0,159967.0,1938950.0,160884.0,208288.0,162603.0,146498.0,250292.0,258007.0,110005.0,386824.0,338456.0,174214.0,224706.0,175792.0,,,,,0,842014.0,176238.0,1218206.0,1.45,3,132844.0,139929.0,28015.0,0.21,3,933271.0,193395.0,1297410.0,1.39,3,130886.0,134675.0,7801.0,0.06,3,2502902.0,2129027.0,2157015.0,0.86,3,563702.0,146766.0,733560.0,1.3,3,832913.0,175447.0,1151537.0,1.38,3,1377957.0,1878697.0,870605.0,0.63,3,830637.0,229574.0,1106940.0,1.33,3,216865.0,220504.0,11450.0,0.05,3,232467.0,225596.0,26374.0,0.11,3,758725.0,177258.0,1022141.0,1.35,3,177258.0,162603.0,26886.0,0.15,3,218266.0,250292.0,62272.0,0.29,3,278428.0,338456.0,147850.0,0.53,3,191571.0,175792.0,28707.0,0.15,3,,,,,,,,,,,,,,,,354.0,185326.0,,0.0,176238.0,139929.0,193395.0,134675.0,2129027.0,146766.0,175447.0,1878697.0,229574.0,220504.0,225596.0,177258.0,162603.0,250292.0,338456.0,175792.0,185326.0
C16H38P4,,92.57,354.2019,9.203002,50,,,,2248021.0,1384675.0,2405646.0,2528808.0,1443350.0,2285882.0,2636694.0,2312390.0,2597866.0,2663819.0,2489755.0,2074110.0,2040333.0,4391189.0,3609429.0,2427892.0,1410710.0,2879870.0,2134795.0,2545308.0,2792571.0,1811389.0,3027920.0,1814124.0,2032787.0,2231913.0,3299602.0,3114960.0,3247389.0,3381860.0,2673462.0,3076826.0,3455900.0,2368758.0,2007084.0,1865686.0,3734259.0,4063163.0,3518277.0,3189656.0,4539427.0,6240656.0,1500628.0,6036785.0,6716089.0,3146159.0,3747545.0,2224624.0,,,,,0,2012781.0,2248021.0,549635.0,0.27,3,2086013.0,2285882.0,569663.0,0.27,3,2515650.0,2597866.0,177096.0,0.07,3,2409228.0,2489755.0,302989.0,0.13,3,3346984.0,3609429.0,1197201.0,0.36,3,2239491.0,2427892.0,752482.0,0.34,3,2490891.0,2545308.0,332247.0,0.13,3,2217811.0,1814124.0,701576.0,0.32,3,2521434.0,2231913.0,681228.0,0.27,3,3248070.0,3247389.0,133451.0,0.04,3,3068729.0,3076826.0,391282.0,0.13,3,2080509.0,2007084.0,259449.0,0.12,3,3771900.0,3734259.0,274386.0,0.07,3,4656580.0,4539427.0,1528870.0,0.33,3,4751167.0,6036785.0,2835466.0,0.6,3,3039443.0,3146159.0,767048.0,0.25,3,,,,,,,,,,,,,,,,354.0,2571587.0,,0.0,2248021.0,2285882.0,2597866.0,2489755.0,3609429.0,2427892.0,2545308.0,1814124.0,2231913.0,3247389.0,3076826.0,2007084.0,3734259.0,4539427.0,6036785.0,3146159.0,2571587.0
C22H30N2S,,70.29,354.211,11.350000999999999,50,,,,,,,,,5854.0,7226.0,,10556.0,10274.0,9945.0,,,,21247.0,16593.0,,15699.0,6922.0,16132.0,15519.0,7178.0,,,,34809.0,40066.0,,,,61209.0,113534.0,91836.0,94066.0,94913.0,69525.0,25498.0,61245.0,13900.0,,,92376.0,,,52680.0,19072.0,49189.0,37184.0,,,,,0,,,,,0,5854.0,5854.0,,,1,8891.0,8891.0,2355.0,0.26,2,10110.0,10110.0,233.0,0.02,2,21247.0,21247.0,,,1,16146.0,16146.0,632.0,0.04,2,12858.0,15519.0,5150.0,0.4,3,7178.0,7178.0,,,1,37438.0,37438.0,3717.0,0.1,2,,,,,0,88860.0,91836.0,26289.0,0.3,3,86168.0,94066.0,14419.0,0.17,3,33548.0,25498.0,24678.0,0.74,3,92376.0,92376.0,,,1,52680.0,52680.0,,,1,35148.0,37184.0,15161.0,0.43,3,,,,,,,,,,,,,,,,354.0,23372.0,,0.0,,5854.0,8891.0,10110.0,21247.0,16146.0,15519.0,7178.0,37438.0,,91836.0,94066.0,25498.0,92376.0,52680.0,37184.0,23372.0
C20H30N6,,94.54,354.2531,12.5650015,50,,,,140492.0,356464.0,119485.0,434691.0,,,429819.0,470478.0,447501.0,168757.0,127192.0,95895.0,208597.0,146511.0,256170.0,406067.0,617382.0,142387.0,448302.0,141875.0,215954.0,141313.0,539915.0,137755.0,276743.0,168544.0,203959.0,145588.0,191621.0,184899.0,106656.0,177059.0,191313.0,146237.0,106799.0,127124.0,427182.0,151868.0,246505.0,180589.0,165890.0,204115.0,126201.0,58810.0,485834.0,158778.0,120319.0,77915.0,,,,,0,205480.0,140492.0,131177.0,0.64,3,434691.0,434691.0,,,1,449266.0,447501.0,20387.0,0.05,3,130615.0,127192.0,36551.0,0.28,3,203759.0,208597.0,54989.0,0.27,3,388612.0,406067.0,237978.0,0.61,3,268710.0,215954.0,159881.0,0.59,3,272994.0,141313.0,231167.0,0.85,3,216415.0,203959.0,55165.0,0.25,3,174036.0,184899.0,24865.0,0.14,3,158343.0,177059.0,45326.0,0.29,3,126720.0,127124.0,19722.0,0.16,3,275185.0,246505.0,139880.0,0.51,3,183531.0,180589.0,19282.0,0.11,3,223615.0,126201.0,229575.0,1.03,3,119004.0,120319.0,40448.0,0.34,3,,,,,,,,,,,,,,,,354.0,182744.0,,0.0,140492.0,434691.0,447501.0,127192.0,208597.0,406067.0,215954.0,141313.0,203959.0,184899.0,177059.0,127124.0,246505.0,180589.0,126201.0,120319.0,182744.0
C17H34N6O2,,98.21,354.27,12.064001,50,,,,158922.0,123114.0,247937.0,134128.0,76207.0,,164261.0,136182.0,186199.0,172534.0,173725.0,124343.0,196980.0,219446.0,171541.0,217839.0,,319448.0,151851.0,201823.0,256272.0,143109.0,145781.0,146836.0,570407.0,704974.0,1285724.0,666338.0,713139.0,663881.0,584305.0,802720.0,894801.0,729482.0,584486.0,402157.0,309384.0,240409.0,233695.0,318750.0,532423.0,553529.0,117882.0,297576.0,389660.0,378768.0,634098.0,365592.0,,,,,0,176658.0,158922.0,64274.0,0.36,3,105168.0,105168.0,40956.0,0.39,2,162214.0,164261.0,25071.0,0.15,3,156867.0,172534.0,28173.0,0.18,3,195989.0,196980.0,23968.0,0.12,3,268644.0,268644.0,71848.0,0.27,2,203315.0,201823.0,52226.0,0.26,3,145242.0,145781.0,1921.0,0.01,3,853702.0,704974.0,380144.0,0.45,3,681119.0,666338.0,27757.0,0.04,3,760609.0,802720.0,159474.0,0.21,3,572042.0,584486.0,164017.0,0.29,3,261163.0,240409.0,41896.0,0.16,3,468234.0,532423.0,129886.0,0.28,3,268373.0,297576.0,138222.0,0.52,3,459486.0,378768.0,151362.0,0.33,3,,,,,,,,,,,,,,,,354.0,254526.0,,0.0,158922.0,105168.0,164261.0,172534.0,196980.0,268644.0,201823.0,145781.0,704974.0,666338.0,802720.0,584486.0,240409.0,532423.0,297576.0,378768.0,254526.0
C9H10F10O3,,83.99,356.0482,0.8190002,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,36902.0,34350.0,22854.0,34261.0,36733.0,47249.0,15386.0,21645.0,14994.0,,28753.0,17499.0,94328.0,88460.0,98379.0,51600.0,87448.0,151695.0,21313.0,113082.0,246978.0,43162.0,23364.0,24095.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,31369.0,34350.0,7484.0,0.24,3,39414.0,36733.0,6897.0,0.17,3,17342.0,15386.0,3732.0,0.22,3,23126.0,23126.0,7958.0,0.34,2,93722.0,94328.0,4987.0,0.05,3,96914.0,87448.0,50715.0,0.52,3,127124.0,113082.0,113486.0,0.89,3,30207.0,24095.0,11225.0,0.37,3,,,,,,,,,,,,,,,,356.0,35542.0,,0.0,,,,,,,,,34350.0,36733.0,15386.0,23126.0,94328.0,87448.0,113082.0,24095.0,35542.0
C22H29O2P,,76.37,356.1924,10.3930025,50,,,,,,,,,,,,,126916.0,290111.0,,102164.0,66837.0,,,,,,,,,,,50788.0,179493.0,177187.0,335400.0,405694.0,166493.0,205170.0,71224.0,349473.0,124549.0,,,94879.0,202161.0,111657.0,756346.0,757076.0,381403.0,,326804.0,,36898.0,180600.0,59448.0,,,,,0,,,,,0,,,,,0,,,,,0,208514.0,208514.0,115396.0,0.55,2,84500.0,84500.0,24980.0,0.3,2,,,,,0,,,,,0,,,,,0,135823.0,177187.0,73651.0,0.54,3,302529.0,335400.0,122942.0,0.41,3,208622.0,205170.0,139157.0,0.67,3,124549.0,124549.0,,,1,136232.0,111657.0,57709.0,0.42,3,631608.0,756346.0,216684.0,0.34,3,326804.0,326804.0,,,1,92315.0,59448.0,77284.0,0.84,3,,,,,,,,,,,,,,,,356.0,191178.0,,0.0,,,,208514.0,84500.0,,,,177187.0,335400.0,205170.0,124549.0,111657.0,756346.0,326804.0,59448.0,191178.0
C21H30N3O2 10.170996,,71.25,356.2266,10.170996,50,,,,90061.0,86799.0,86412.0,90829.0,55805.0,79969.0,100453.0,93293.0,99885.0,90239.0,84648.0,74835.0,47554.0,56338.0,45468.0,44428.0,28954.0,45731.0,38948.0,42543.0,45750.0,39472.0,49051.0,44742.0,45897.0,53037.0,57306.0,55969.0,49621.0,49247.0,44556.0,43728.0,51534.0,44142.0,37525.0,44526.0,74547.0,83637.0,76605.0,48132.0,65806.0,85699.0,20519.0,63057.0,84721.0,96531.0,122129.0,96410.0,,,,,0,87757.0,86799.0,2004.0,0.02,3,75534.0,79969.0,17928.0,0.24,3,97877.0,99885.0,3980.0,0.04,3,83241.0,84648.0,7798.0,0.09,3,49787.0,47554.0,5769.0,0.12,3,39704.0,44428.0,9333.0,0.24,3,42414.0,42543.0,3403.0,0.08,3,44422.0,44742.0,4798.0,0.11,3,52080.0,53037.0,5764.0,0.11,3,51612.0,49621.0,3778.0,0.07,3,46606.0,44556.0,4288.0,0.09,3,42064.0,44142.0,3936.0,0.09,3,78263.0,76605.0,4766.0,0.06,3,66546.0,65806.0,18794.0,0.28,3,56099.0,63057.0,32662.0,0.58,3,105023.0,96531.0,14814.0,0.14,3,,,,,,,,,,,,,,,,356.0,58047.0,,0.0,86799.0,79969.0,99885.0,84648.0,47554.0,44428.0,42543.0,44742.0,53037.0,49621.0,44556.0,44142.0,76605.0,65806.0,63057.0,96531.0,58047.0
C21H30N3O2,,70.97,356.2302,11.800999999999998,50,,,,79519.0,69965.0,101923.0,50871.0,29937.0,49924.0,36781.0,29404.0,36276.0,174624.0,161308.0,124146.0,100974.0,81184.0,78275.0,55381.0,34042.0,74447.0,40674.0,49831.0,74140.0,58351.0,53114.0,51807.0,202556.0,343909.0,435431.0,428084.0,416752.0,437379.0,157994.0,303161.0,224656.0,821906.0,530904.0,488373.0,666220.0,465886.0,490919.0,242578.0,242477.0,512084.0,24256.0,104392.0,115784.0,354362.0,489527.0,313708.0,,,,,0,83802.0,79519.0,16404.0,0.2,3,43577.0,49924.0,11822.0,0.27,3,34154.0,36276.0,4121.0,0.12,3,153359.0,161308.0,26161.0,0.17,3,86811.0,81184.0,12351.0,0.14,3,54623.0,55381.0,20213.0,0.37,3,54882.0,49831.0,17295.0,0.32,3,54424.0,53114.0,3463.0,0.06,3,327299.0,343909.0,117323.0,0.36,3,427405.0,428084.0,10330.0,0.02,3,228604.0,224656.0,72664.0,0.32,3,613728.0,530904.0,181538.0,0.3,3,541008.0,490919.0,109156.0,0.2,3,332380.0,242578.0,155629.0,0.47,3,81477.0,104392.0,49881.0,0.61,3,385866.0,354362.0,92046.0,0.24,3,,,,,,,,,,,,,,,,356.0,132850.0,,0.0,79519.0,49924.0,36276.0,161308.0,81184.0,55381.0,49831.0,53114.0,343909.0,428084.0,224656.0,530904.0,490919.0,242578.0,104392.0,354362.0,132850.0
C20H32N6 11.264003,,77.43,356.2643,11.264003,50,,,,274892.0,237501.0,301138.0,221503.0,145745.0,220331.0,70282.0,103651.0,53835.0,333782.0,305861.0,57568.0,65307.0,352123.0,214369.0,324903.0,214908.0,401210.0,73007.0,320542.0,102567.0,320338.0,348147.0,320728.0,54921.0,71117.0,98317.0,537107.0,85723.0,563868.0,57435.0,67194.0,89982.0,66587.0,98286.0,388112.0,190665.0,261796.0,193124.0,50171.0,71011.0,151490.0,,393001.0,76530.0,56388.0,105557.0,40766.0,,,,,0,271177.0,274892.0,31981.0,0.12,3,195860.0,220331.0,43405.0,0.22,3,75923.0,70282.0,25382.0,0.33,3,232404.0,305861.0,152054.0,0.65,3,210600.0,214369.0,143445.0,0.68,3,313674.0,324903.0,93657.0,0.3,3,165372.0,102567.0,135192.0,0.82,3,329738.0,320728.0,15944.0,0.05,3,74785.0,71117.0,21929.0,0.29,3,395566.0,537107.0,268665.0,0.68,3,71537.0,67194.0,16702.0,0.23,3,184328.0,98286.0,177192.0,0.96,3,215195.0,193124.0,40376.0,0.19,3,90891.0,71011.0,53505.0,0.59,3,234766.0,234766.0,223779.0,0.95,2,67570.0,56388.0,33812.0,0.5,3,,,,,,,,,,,,,,,,356.0,203746.0,,0.0,274892.0,220331.0,70282.0,305861.0,214369.0,324903.0,102567.0,320728.0,71117.0,537107.0,67194.0,98286.0,193124.0,71011.0,234766.0,56388.0,203746.0
C20H36O5,,58.44,356.2673,11.283998,50,,,,266479.0,230089.0,317275.0,204964.0,139838.0,203903.0,273618.0,223541.0,303578.0,338244.0,304207.0,263013.0,222999.0,371140.0,210634.0,316890.0,213852.0,408222.0,234620.0,306578.0,351233.0,314214.0,344447.0,322460.0,492826.0,608859.0,931158.0,579391.0,631020.0,616905.0,416544.0,474247.0,622771.0,616172.0,553263.0,455844.0,203055.0,430912.0,231912.0,589322.0,832170.0,182869.0,,942804.0,93040.0,72061.0,117101.0,286039.0,,,,,0,271281.0,266479.0,43791.0,0.16,3,182902.0,203903.0,37298.0,0.2,3,266912.0,273618.0,40438.0,0.15,3,301821.0,304207.0,37672.0,0.12,3,268258.0,222999.0,89313.0,0.33,3,312988.0,316890.0,97244.0,0.31,3,297477.0,306578.0,58837.0,0.2,3,327040.0,322460.0,15628.0,0.05,3,677614.0,608859.0,227111.0,0.34,3,609105.0,616905.0,26684.0,0.04,3,504521.0,474247.0,106394.0,0.21,3,541760.0,553263.0,80781.0,0.15,3,288626.0,231912.0,124065.0,0.43,3,534787.0,589322.0,328068.0,0.61,3,517922.0,517922.0,600874.0,1.16,2,158400.0,117101.0,112809.0,0.71,3,,,,,,,,,,,,,,,,356.0,311734.0,,0.0,266479.0,203903.0,273618.0,304207.0,222999.0,316890.0,306578.0,322460.0,608859.0,616905.0,474247.0,553263.0,231912.0,589322.0,517922.0,117101.0,311734.0
C19H38N3O3,,92.26,356.2892,12.353003,50,,,,121935.0,125084.0,229893.0,126617.0,74964.0,114748.0,160787.0,138644.0,188332.0,198762.0,175807.0,130664.0,235602.0,277674.0,206727.0,246860.0,126073.0,332925.0,166128.0,243889.0,320937.0,143310.0,155837.0,162782.0,690899.0,789569.0,1550397.0,766706.0,781308.0,700398.0,596586.0,911606.0,968154.0,854246.0,673367.0,401823.0,272701.0,182436.0,212755.0,365222.0,494518.0,494111.0,101076.0,184979.0,319028.0,401373.0,552229.0,376547.0,,,,,0,158971.0,125084.0,61441.0,0.39,3,105443.0,114748.0,27054.0,0.26,3,162588.0,160787.0,24893.0,0.15,3,168411.0,175807.0,34646.0,0.21,3,240001.0,235602.0,35677.0,0.15,3,235286.0,246860.0,103911.0,0.44,3,243651.0,243889.0,77405.0,0.32,3,153976.0,155837.0,9868.0,0.06,3,1010288.0,789569.0,470342.0,0.47,3,749471.0,766706.0,43121.0,0.06,3,825449.0,911606.0,200207.0,0.24,3,643145.0,673367.0,227721.0,0.35,3,222631.0,212755.0,45936.0,0.21,3,451284.0,494111.0,74532.0,0.17,3,201694.0,184979.0,109933.0,0.55,3,443383.0,401373.0,95077.0,0.21,3,,,,,,,,,,,,,,,,356.0,239746.0,,0.0,125084.0,114748.0,160787.0,175807.0,235602.0,246860.0,243889.0,155837.0,789569.0,766706.0,911606.0,673367.0,212755.0,494111.0,184979.0,401373.0,239746.0
C15H11N5O6,,78.05,357.0694,2.8179998,50,,,,92022.0,83637.0,68011.0,74397.0,32220.0,58280.0,78148.0,63933.0,62060.0,59230.0,47446.0,51535.0,56191.0,71646.0,37272.0,88539.0,33148.0,92479.0,59833.0,75776.0,68460.0,53915.0,31201.0,52053.0,72591.0,83996.0,80640.0,87093.0,80643.0,93852.0,87525.0,79611.0,89105.0,53569.0,61968.0,61823.0,72051.0,62928.0,69504.0,46783.0,76047.0,84475.0,,104726.0,103421.0,69925.0,78147.0,70564.0,,,,,0,81223.0,83637.0,12186.0,0.15,3,54966.0,58280.0,21283.0,0.39,3,68047.0,63933.0,8798.0,0.13,3,52737.0,51535.0,5983.0,0.11,3,55036.0,56191.0,17216.0,0.31,3,71389.0,88539.0,33176.0,0.46,3,68023.0,68460.0,7980.0,0.12,3,45723.0,52053.0,12611.0,0.28,3,79076.0,80640.0,5861.0,0.07,3,87196.0,87093.0,6605.0,0.08,3,85414.0,87525.0,5087.0,0.06,3,59120.0,61823.0,4808.0,0.08,3,68161.0,69504.0,4707.0,0.07,3,69102.0,76047.0,19783.0,0.29,3,104074.0,104074.0,923.0,0.01,2,72879.0,70564.0,4574.0,0.06,3,,,,,,,,,,,,,,,,357.0,70034.0,,0.0,83637.0,58280.0,63933.0,51535.0,56191.0,88539.0,68460.0,52053.0,80640.0,87093.0,87525.0,61823.0,69504.0,76047.0,104074.0,70564.0,70034.0
C14H6F8O2,,75.34,358.023,1.2579996999999998,50,,,,182559.0,147440.0,244004.0,155612.0,133697.0,141148.0,187792.0,152948.0,206889.0,164129.0,166323.0,181826.0,25822.0,136555.0,130797.0,142638.0,114043.0,170691.0,162759.0,187991.0,137682.0,149576.0,139471.0,161590.0,122397.0,144689.0,220526.0,158527.0,201711.0,253322.0,114242.0,146259.0,137461.0,156863.0,126611.0,56411.0,70256.0,67897.0,47070.0,114117.0,139420.0,98734.0,,155508.0,22242.0,34691.0,78409.0,125681.0,,,,,0,191334.0,182559.0,48876.0,0.26,3,143486.0,141148.0,11143.0,0.08,3,182543.0,187792.0,27351.0,0.15,3,170759.0,166323.0,9647.0,0.06,3,97725.0,130797.0,62336.0,0.64,3,142457.0,142638.0,28324.0,0.2,3,162811.0,162759.0,25155.0,0.15,3,150212.0,149576.0,11073.0,0.07,3,162537.0,144689.0,51442.0,0.32,3,204520.0,201711.0,47460.0,0.23,3,132654.0,137461.0,16541.0,0.12,3,113295.0,126611.0,51533.0,0.45,3,61741.0,67897.0,12760.0,0.21,3,117424.0,114117.0,20544.0,0.17,3,88875.0,88875.0,94233.0,1.06,2,79594.0,78409.0,45507.0,0.57,3,,,,,,,,,,,,,,,,358.0,141893.0,,0.0,182559.0,141148.0,187792.0,166323.0,130797.0,142638.0,162759.0,149576.0,144689.0,201711.0,137461.0,126611.0,67897.0,114117.0,88875.0,78409.0,141893.0
C15H23N2O6P,,82.8,358.1266,8.802000999999999,50,,,,501203.0,467432.0,454765.0,461360.0,392924.0,436825.0,455265.0,446219.0,433256.0,410749.0,403834.0,384541.0,386420.0,449749.0,401505.0,411187.0,321046.0,429511.0,384983.0,422028.0,421278.0,409383.0,413327.0,415337.0,372615.0,393179.0,413043.0,420801.0,408527.0,377206.0,413967.0,392051.0,415698.0,384980.0,381544.0,363342.0,142390.0,250136.0,138900.0,366344.0,418533.0,231972.0,61821.0,409071.0,49260.0,138753.0,245614.0,364245.0,,,,,0,474467.0,467432.0,24005.0,0.05,3,430370.0,436825.0,34672.0,0.08,3,444913.0,446219.0,11062.0,0.02,3,399708.0,403834.0,13582.0,0.03,3,412558.0,401505.0,33080.0,0.08,3,387248.0,411187.0,58060.0,0.15,3,409430.0,421278.0,21175.0,0.05,3,412682.0,413327.0,3029.0,0.01,3,392946.0,393179.0,20215.0,0.05,3,402178.0,408527.0,22480.0,0.06,3,407239.0,413967.0,13181.0,0.03,3,376622.0,381544.0,11628.0,0.03,3,177142.0,142390.0,63239.0,0.36,3,338950.0,366344.0,96250.0,0.28,3,173384.0,61821.0,204208.0,1.18,3,249537.0,245614.0,112797.0,0.45,3,,,,,,,,,,,,,,,,358.0,406180.0,,0.0,467432.0,436825.0,446219.0,403834.0,401505.0,411187.0,421278.0,413327.0,393179.0,408527.0,413967.0,381544.0,142390.0,366344.0,61821.0,245614.0,406180.0
C22H31O2P,,83.55,358.2075,11.161005000000001,50,,,,,,,,,,,,,,,,41006.0,,,,,,,,,,,,25409.0,,,65439.0,,87114.0,,,,,,,,171671.0,,290434.0,307327.0,193406.0,226353.0,554360.0,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,41006.0,41006.0,,,1,,,,,0,,,,,0,,,,,0,25409.0,25409.0,,,1,76276.0,76276.0,15327.0,0.2,2,,,,,0,,,,,0,171671.0,171671.0,,,1,263722.0,290434.0,61479.0,0.23,3,390356.0,390356.0,231936.0,0.59,2,,,,,0,,,,,,,,,,,,,,,,358.0,123974.0,,0.0,,,,,41006.0,,,,25409.0,76276.0,,,171671.0,290434.0,390356.0,,123974.0
C21H30N2OS 10.365998,,84.73,358.2085,10.365998,50,,,,455130.0,370093.0,106423.0,60497.0,277000.0,325981.0,65137.0,300087.0,77182.0,1252728.0,165275.0,160079.0,885831.0,470486.0,257891.0,77023.0,170073.0,615762.0,370814.0,437892.0,545152.0,390442.0,188901.0,400395.0,914815.0,1270004.0,291614.0,2166831.0,2297931.0,2242156.0,132590.0,105395.0,754797.0,286206.0,250452.0,208429.0,652317.0,561453.0,509182.0,705418.0,1346457.0,1176039.0,,108434.0,193514.0,313477.0,330363.0,484297.0,,,,,0,310549.0,370093.0,181819.0,0.59,3,221159.0,277000.0,141277.0,0.64,3,147469.0,77182.0,132308.0,0.9,3,526027.0,165275.0,629347.0,1.2,3,538069.0,470486.0,319379.0,0.59,3,287619.0,170073.0,287963.0,1.0,3,451286.0,437892.0,87937.0,0.19,3,326579.0,390442.0,119337.0,0.37,3,825478.0,914815.0,495275.0,0.6,3,2235639.0,2242156.0,65792.0,0.03,3,330927.0,132590.0,367334.0,1.11,3,248362.0,250452.0,38931.0,0.16,3,574317.0,561453.0,72429.0,0.13,3,1075971.0,1176039.0,332028.0,0.31,3,150974.0,150974.0,60161.0,0.4,2,376046.0,330363.0,94128.0,0.25,3,,,,,,,,,,,,,,,,358.0,350228.0,,0.0,370093.0,277000.0,77182.0,165275.0,470486.0,170073.0,437892.0,390442.0,914815.0,2242156.0,132590.0,250452.0,561453.0,1176039.0,150974.0,330363.0,350228.0
C20H30N4O2,,78.13,358.2385,8.480996000000001,50,,,,,24979.0,,,,,,,,,,,,124408.0,56400.0,,27723.0,,,,,,57441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24979.0,24979.0,,,1,,,,,0,,,,,0,,,,,0,90404.0,90404.0,48089.0,0.53,2,27723.0,27723.0,,,1,,,,,0,57441.0,57441.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,358.0,42582.0,,0.0,24979.0,,,,90404.0,27723.0,,57441.0,,,,,,,,,42582.0
C22H34N2S,,74.95,358.2514,11.877008,50,,,,,,,,,20922.0,92424.0,,,,,,,,,,,,62511.0,,87469.0,,,96196.0,155284.0,152354.0,105267.0,92372.0,45590.0,71468.0,80686.0,182555.0,148231.0,185476.0,167836.0,196827.0,107743.0,,,114509.0,86210.0,,,,65771.0,,,,,,,,0,,,,,0,20922.0,20922.0,,,1,92424.0,92424.0,,,1,,,,,0,,,,,0,,,,,0,74990.0,74990.0,17648.0,0.24,2,96196.0,96196.0,,,1,137635.0,152354.0,28070.0,0.2,3,69810.0,71468.0,23435.0,0.34,3,137157.0,148231.0,51829.0,0.38,3,183380.0,185476.0,14609.0,0.08,3,107743.0,107743.0,,,1,100360.0,100360.0,20010.0,0.2,2,65771.0,65771.0,,,1,,,,,0,,,,,,,,,,,,,,,,358.0,96196.0,,0.0,,20922.0,92424.0,,,,74990.0,96196.0,152354.0,71468.0,148231.0,185476.0,107743.0,100360.0,65771.0,,96196.0
