Compound,Ionization_Mode,Score,Mass,Retention_Time,Frequency,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,48_T1,48_T2,48_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,Mean_MB,Median_MB,STD_MB,CV_MB,N_Abun_MB,Mean_53_T,Median_53_T,STD_53_T,CV_53_T,N_Abun_53_T,Mean_54_T,Median_54_T,STD_54_T,CV_54_T,N_Abun_54_T,Mean_55_T,Median_55_T,STD_55_T,CV_55_T,N_Abun_55_T,Mean_56_T,Median_56_T,STD_56_T,CV_56_T,N_Abun_56_T,Mean_57_T,Median_57_T,STD_57_T,CV_57_T,N_Abun_57_T,Mean_58_T,Median_58_T,STD_58_T,CV_58_T,N_Abun_58_T,Mean_59_T,Median_59_T,STD_59_T,CV_59_T,N_Abun_59_T,Mean_60_T,Median_60_T,STD_60_T,CV_60_T,N_Abun_60_T,Mean_49_T,Median_49_T,STD_49_T,CV_49_T,N_Abun_49_T,Mean_50_T,Median_50_T,STD_50_T,CV_50_T,N_Abun_50_T,Mean_51_T,Median_51_T,STD_51_T,CV_51_T,N_Abun_51_T,Mean_52_T,Median_52_T,STD_52_T,CV_52_T,N_Abun_52_T,Mean_48_T,Median_48_T,STD_48_T,CV_48_T,N_Abun_48_T,Mean_45_T,Median_45_T,STD_45_T,CV_45_T,N_Abun_45_T,Mean_46_T,Median_46_T,STD_46_T,CV_46_T,N_Abun_46_T,Mean_47_T,Median_47_T,STD_47_T,CV_47_T,N_Abun_47_T,is_Formate_Adduct,has_Formate_Adduct,unique_Formate_Number,is_Na_Adduct,has_Na_Adduct,unique_Na_Number,is_Ammonium_Adduct,has_Ammonium_Adduct,unique_Ammonium_Number,is_H2O_Adduct,has_H2O_Adduct,unique_H2O_Number,is_CO2_Adduct,has_CO2_Adduct,unique_CO2_Number,Rounded_Mass,Median_ALLSamples,SampletoBlanks_ratio,Median_ALLMB,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_60_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T,BlankSub_Median_48_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_ALLSamples
C64H88N8O8,,61.44,1096.6681,10.881003,50,,,,,,,,,,,,408666.0,411633.0,422475.0,,,,,,,,,,,,421053.0,,,601555.0,,474956.0,506968.0,533745.0,676671.0,,,,,,477797.0,495987.0,428792.0,,547738.0,626751.0,,,534283.0,502479.0,515372.0,463814.0,,,,,0,,,,,0,,,,,0,408666.0,408666.0,,,1,417054.0,417054.0,7666.0,0.02,2,,,,,0,,,,,0,,,,,0,421053.0,421053.0,,,1,601555.0,601555.0,,,1,505223.0,506968.0,29433.0,0.06,3,676671.0,676671.0,,,1,,,,,0,467525.0,477797.0,34755.0,0.07,3,587244.0,587244.0,55871.0,0.1,2,534283.0,534283.0,,,1,493888.0,502479.0,26831.0,0.05,3,,,,,,,,,,,,,,,,1097.0,504724.0,,0.0,,,408666.0,417054.0,,,,421053.0,601555.0,506968.0,676671.0,,477797.0,587244.0,534283.0,502479.0,504724.0
1100.7251@11.730997,,,1100.7251,11.730997,32,,,,137193.0,222680.0,,228235.0,122709.0,,222857.0,,,251816.0,211686.0,,,94526.0,,,102827.0,184112.0,,144402.0,,140475.0,204570.0,220897.0,,,,119992.0,99526.0,160600.0,50147.0,,,114671.0,55243.0,37934.0,105492.0,135568.0,119507.0,82183.0,,,,124549.0,,147065.0,,,,,,,0,179936.0,179936.0,60448.0,0.34,2,175472.0,175472.0,74618.0,0.43,2,222857.0,222857.0,,,1,231751.0,231751.0,28376.0,0.12,2,94526.0,94526.0,,,1,143470.0,143470.0,57477.0,0.4,2,144402.0,144402.0,,,1,188647.0,204570.0,42510.0,0.23,3,,,,,0,126706.0,119992.0,31086.0,0.25,3,50147.0,50147.0,,,1,69283.0,55243.0,40249.0,0.58,3,120189.0,119507.0,15050.0,0.13,3,82183.0,82183.0,,,1,124549.0,124549.0,,,1,147065.0,147065.0,,,1,,,,,,,,,,,,,,,,1101.0,143470.0,,0.0,179936.0,175472.0,222857.0,231751.0,94526.0,143470.0,144402.0,204570.0,,119992.0,50147.0,55243.0,119507.0,82183.0,124549.0,147065.0,143470.0
1102.6971@11.230002,,,1102.6971,11.230002,50,,,,746061.0,669858.0,685883.0,654575.0,421765.0,607630.0,664428.0,601485.0,700481.0,689553.0,660998.0,575896.0,631346.0,833219.0,679815.0,586872.0,348748.0,684682.0,591101.0,736926.0,720839.0,603211.0,645836.0,616835.0,772330.0,880552.0,936043.0,770354.0,762208.0,794262.0,718801.0,637569.0,774289.0,673705.0,731469.0,721327.0,739046.0,894348.0,710708.0,550693.0,844523.0,845167.0,,982149.0,772533.0,696678.0,807850.0,764804.0,,,,,0,700601.0,685883.0,40177.0,0.06,3,561323.0,607630.0,123119.0,0.22,3,655465.0,664428.0,50103.0,0.08,3,642149.0,660998.0,59126.0,0.09,3,714793.0,679815.0,105384.0,0.15,3,540101.0,586872.0,172782.0,0.32,3,682955.0,720839.0,79954.0,0.12,3,621961.0,616835.0,21770.0,0.04,3,862975.0,880552.0,83260.0,0.1,3,775608.0,770354.0,16660.0,0.02,3,710220.0,718801.0,68763.0,0.1,3,708834.0,721327.0,30842.0,0.04,3,781367.0,739046.0,98865.0,0.13,3,746794.0,844523.0,169829.0,0.23,3,877341.0,877341.0,148221.0,0.17,2,756444.0,764804.0,56056.0,0.07,3,,,,,,,,,,,,,,,,1103.0,719820.0,,0.0,685883.0,607630.0,664428.0,660998.0,679815.0,586872.0,720839.0,616835.0,880552.0,770354.0,718801.0,721327.0,739046.0,844523.0,877341.0,764804.0,719820.0
1103.7314@11.5650015,,,1103.7314,11.5650015,42,,,,61639.0,64874.0,63284.0,59228.0,40042.0,51783.0,55713.0,48466.0,47505.0,60486.0,,,37515.0,43136.0,39648.0,36344.0,146596.0,37572.0,,50998.0,46686.0,44242.0,,,39191.0,42603.0,54644.0,45874.0,44221.0,45676.0,28531.0,40312.0,40927.0,37394.0,32555.0,33343.0,41526.0,45192.0,,32652.0,36722.0,34794.0,,43146.0,,,52223.0,40341.0,,,,,0,63266.0,63284.0,1618.0,0.03,3,50351.0,51783.0,9673.0,0.19,3,50561.0,48466.0,4487.0,0.09,3,60486.0,60486.0,,,1,40100.0,39648.0,2838.0,0.07,3,73504.0,37572.0,63303.0,0.86,3,48842.0,48842.0,3049.0,0.06,2,44242.0,44242.0,,,1,45479.0,42603.0,8118.0,0.18,3,45257.0,45676.0,903.0,0.02,3,36590.0,40312.0,6986.0,0.19,3,34431.0,33343.0,2596.0,0.08,3,43359.0,43359.0,2592.0,0.06,2,34723.0,34794.0,2036.0,0.06,3,43146.0,43146.0,,,1,46282.0,46282.0,8402.0,0.18,2,,,,,,,,,,,,,,,,1104.0,43800.0,,0.0,63284.0,51783.0,48466.0,60486.0,39648.0,37572.0,48842.0,44242.0,42603.0,45676.0,40312.0,33343.0,43359.0,34794.0,43146.0,46282.0,43800.0
1108.6963@11.5650015,,,1108.6963,11.5650015,26,,,,,,,,,,,649892.0,,767857.0,711917.0,633009.0,,,,,,,,,,630439.0,681492.0,688907.0,,720849.0,868705.0,672930.0,663243.0,,603300.0,,657328.0,574789.0,572186.0,539917.0,728427.0,,740499.0,,603615.0,615652.0,,767478.0,744182.0,654017.0,,,,,,,0,,,,,0,,,,,0,649892.0,649892.0,,,1,704261.0,711917.0,67749.0,0.1,3,,,,,0,,,,,0,,,,,0,666946.0,681492.0,31833.0,0.05,3,794777.0,794777.0,104550.0,0.13,2,668086.0,668086.0,6850.0,0.01,2,630314.0,630314.0,38204.0,0.06,2,562297.0,572186.0,19426.0,0.03,3,734463.0,734463.0,8536.0,0.01,2,609634.0,609634.0,8511.0,0.01,2,755830.0,755830.0,16473.0,0.02,2,654017.0,654017.0,,,1,,,,,,,,,,,,,,,,1109.0,668086.0,,0.0,,,649892.0,711917.0,,,,681492.0,794777.0,668086.0,630314.0,572186.0,734463.0,609634.0,755830.0,654017.0,668086.0
1110.6783@11.057005,,,1110.6783,11.057005,46,,,,1055064.0,993412.0,998745.0,1008054.0,603394.0,880628.0,,,979671.0,995213.0,969849.0,828594.0,1026260.0,1290281.0,973298.0,938326.0,534462.0,1021272.0,919900.0,1028265.0,1047184.0,925062.0,,908395.0,1130675.0,1265960.0,1292066.0,1148364.0,1158647.0,1203799.0,1133939.0,1030352.0,1217704.0,984228.0,1112624.0,1081073.0,1032472.0,1187233.0,1088425.0,806271.0,1183947.0,1262753.0,,1474450.0,1188049.0,,1149332.0,1139534.0,,,,,0,1015740.0,998745.0,34160.0,0.03,3,830692.0,880628.0,206900.0,0.25,3,979671.0,979671.0,,,1,931219.0,969849.0,89776.0,0.1,3,1096613.0,1026260.0,169799.0,0.15,3,831353.0,938326.0,260439.0,0.31,3,998450.0,1028265.0,68681.0,0.07,3,916728.0,916728.0,11785.0,0.01,2,1229567.0,1265960.0,86632.0,0.07,3,1170270.0,1158647.0,29489.0,0.03,3,1127332.0,1133939.0,93851.0,0.08,3,1059308.0,1081073.0,66908.0,0.06,3,1102710.0,1088425.0,78363.0,0.07,3,1084324.0,1183947.0,244003.0,0.23,3,1331250.0,1331250.0,202516.0,0.15,2,1144433.0,1144433.0,6928.0,0.01,2,,,,,,,,,,,,,,,,1111.0,1054669.0,,0.0,998745.0,880628.0,979671.0,969849.0,1026260.0,938326.0,1028265.0,916728.0,1265960.0,1158647.0,1133939.0,1081073.0,1088425.0,1183947.0,1331250.0,1144433.0,1054669.0
1112.6526@10.247993,,,1112.6526,10.247993,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159954.0,109537.0,126021.0,47087.0,51105.0,108991.0,,,,,40623.0,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,131837.0,126021.0,25707.0,0.19,3,69061.0,51105.0,34639.0,0.5,3,,,,,0,40623.0,40623.0,,,1,,,,,0,,,,,0,,,,,,,,,,,,,,,,1113.0,51105.0,,0.0,,,,,,,,,,,126021.0,51105.0,,40623.0,,,51105.0
1114.7312@12.316001,,,1114.7312,12.316001,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397754.0,436380.0,446514.0,,,,,,,,,,,842022.0,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,426883.0,436380.0,25730.0,0.06,3,,,,,0,,,,,0,,,,,0,842022.0,842022.0,,,1,,,,,0,,,,,0,,,,,,,,,,,,,,,,1115.0,639201.0,,0.0,,,,,,,,,,436380.0,,,,842022.0,,,639201.0
1118.7078@10.890997,,,1118.7078,10.890997,50,,,,103669.0,81296.0,27992.0,75217.0,46237.0,70263.0,89303.0,66030.0,77193.0,70793.0,74237.0,66816.0,143159.0,139524.0,109855.0,92686.0,51829.0,86052.0,80371.0,90819.0,103530.0,87087.0,87032.0,77534.0,115815.0,128436.0,116001.0,118224.0,105840.0,63246.0,244132.0,201439.0,194363.0,141401.0,147079.0,151554.0,99453.0,107230.0,156759.0,95735.0,128841.0,197037.0,,163903.0,125793.0,168387.0,126042.0,93924.0,,,,,0,70986.0,81296.0,38878.0,0.55,3,63906.0,70263.0,15501.0,0.24,3,77509.0,77193.0,11640.0,0.15,3,70615.0,70793.0,3714.0,0.05,3,130846.0,139524.0,18269.0,0.14,3,76856.0,86052.0,21926.0,0.29,3,91573.0,90819.0,11598.0,0.13,3,83884.0,87032.0,5500.0,0.07,3,120084.0,116001.0,7234.0,0.06,3,95770.0,105840.0,28839.0,0.3,3,213311.0,201439.0,26925.0,0.13,3,146678.0,147079.0,5088.0,0.03,3,121147.0,107230.0,31085.0,0.26,3,140538.0,128841.0,51654.0,0.37,3,144848.0,144848.0,26948.0,0.19,2,129451.0,126042.0,37348.0,0.29,3,,,,,,,,,,,,,,,,1119.0,106535.0,,0.0,81296.0,70263.0,77193.0,70793.0,139524.0,86052.0,90819.0,87032.0,116001.0,105840.0,201439.0,147079.0,107230.0,128841.0,144848.0,126042.0,106535.0
1119.7318@11.224,,,1119.7318,11.224,7,,,,159485.0,144498.0,,,,,,,,,116237.0,,,,,,,,,,,,,,,,,,,130798.0,,,,,,,,,,,,,,,,,,,,,,,0,151992.0,151992.0,10597.0,0.07,2,,,,,0,,,,,0,116237.0,116237.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,130798.0,130798.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,1120.0,130798.0,,0.0,151992.0,,,116237.0,,,,,,130798.0,,,,,,,130798.0
1122.6862@11.7000065,,,1122.6862,11.7000065,50,,,,24476.0,,27480.0,28664.0,,,,,17462.0,79682.0,72971.0,,136393.0,,68930.0,83380.0,,,18594.0,25542.0,142392.0,66138.0,6156.0,,158034.0,103948.0,,72327.0,137267.0,84648.0,,,,,235673.0,268567.0,102991.0,108681.0,,,184134.0,192304.0,,222396.0,157509.0,92273.0,,,,,,,0,25978.0,25978.0,2124.0,0.08,2,28664.0,28664.0,,,1,17462.0,17462.0,,,1,76326.0,76326.0,4745.0,0.06,2,102662.0,102662.0,47704.0,0.46,2,83380.0,83380.0,,,1,62176.0,25542.0,69556.0,1.12,3,36147.0,36147.0,42414.0,1.17,2,130991.0,130991.0,38245.0,0.29,2,98081.0,84648.0,34491.0,0.35,3,,,,,0,252120.0,252120.0,23260.0,0.09,2,105836.0,105836.0,4023.0,0.04,2,188219.0,188219.0,5777.0,0.03,2,189952.0,189952.0,45882.0,0.24,2,92273.0,92273.0,,,1,,,,,,,,,,,,,,,,1123.0,84648.0,,0.0,25978.0,28664.0,17462.0,76326.0,102662.0,83380.0,25542.0,36147.0,130991.0,84648.0,,252120.0,105836.0,188219.0,189952.0,92273.0,84648.0
1122.6958@12.484004,,,1122.6958,12.484003999999999,50,,,,105216.0,,67700.0,,,,,,,,,81719.0,,55836.0,,961068.0,45490.0,,,103389.0,,,,,106061.0,245233.0,213904.0,326689.0,377519.0,14026.0,85985.0,70198.0,38831.0,51078.0,94471.0,91953.0,329633.0,371688.0,393228.0,229856.0,599350.0,339780.0,,82943.0,122859.0,104061.0,98807.0,58895.0,,,,,0,86458.0,86458.0,26528.0,0.31,2,,,,,0,,,,,0,81719.0,81719.0,,,1,55836.0,55836.0,,,1,503279.0,503279.0,647411.0,1.29,2,103389.0,103389.0,,,1,,,,,0,188399.0,213904.0,73007.0,0.39,3,239411.0,326689.0,196837.0,0.82,3,65005.0,70198.0,24002.0,0.37,3,79167.0,91953.0,24359.0,0.31,3,364850.0,371688.0,32344.0,0.09,3,389662.0,339780.0,189730.0,0.49,3,102901.0,102901.0,28225.0,0.27,2,87254.0,98807.0,24700.0,0.28,3,,,,,,,,,,,,,,,,1123.0,102901.0,,0.0,86458.0,,,81719.0,55836.0,503279.0,103389.0,,213904.0,326689.0,70198.0,91953.0,371688.0,339780.0,102901.0,98807.0,102901.0
1122.7134@11.730002,,,1122.7134,11.730002,47,,,,146329.0,433075.0,,,286328.0,405509.0,446848.0,,255681.0,,447073.0,411669.0,168171.0,208866.0,,210936.0,247374.0,394290.0,397995.0,136547.0,187535.0,219691.0,456318.0,448753.0,170494.0,,,190554.0,193033.0,,105675.0,62556.0,1008787.0,154184.0,96315.0,57480.0,199569.0,,243928.0,119825.0,101383.0,,,144735.0,177675.0,214201.0,,,,,,,0,289702.0,289702.0,202760.0,0.7,2,345918.0,345918.0,84274.0,0.24,2,351264.0,351264.0,135175.0,0.38,2,429371.0,429371.0,25034.0,0.06,2,188518.0,188518.0,28776.0,0.15,2,284200.0,247374.0,97066.0,0.34,3,240692.0,187535.0,138593.0,0.58,3,374921.0,448753.0,134486.0,0.36,3,170494.0,170494.0,,,1,191794.0,191794.0,1753.0,0.01,2,392339.0,105675.0,534294.0,1.36,3,102660.0,96315.0,48663.0,0.47,3,221748.0,221748.0,31367.0,0.14,2,110604.0,110604.0,13040.0,0.12,2,161205.0,161205.0,23292.0,0.14,2,214201.0,214201.0,,,1,,,,,,,,,,,,,,,,1123.0,202998.0,,0.0,289702.0,345918.0,351264.0,429371.0,188518.0,247374.0,187535.0,448753.0,170494.0,191794.0,105675.0,96315.0,221748.0,110604.0,161205.0,214201.0,202998.0
1122.7238@11.730003,,,1122.7238,11.730003,46,,,,147704.0,431933.0,,,289551.0,405509.0,446848.0,,255681.0,,448853.0,409043.0,168171.0,208241.0,,210998.0,249438.0,392232.0,404959.0,136547.0,173195.0,250194.0,456318.0,447210.0,169929.0,,,187966.0,186089.0,,105269.0,71625.0,,154184.0,112570.0,71383.0,198155.0,,244154.0,122546.0,89380.0,,,145619.0,177549.0,217130.0,,,,,,,0,289818.0,289818.0,200980.0,0.69,2,347530.0,347530.0,81995.0,0.24,2,351264.0,351264.0,135175.0,0.38,2,428948.0,428948.0,28150.0,0.07,2,188206.0,188206.0,28334.0,0.15,2,284223.0,249438.0,95493.0,0.34,3,238234.0,173195.0,145546.0,0.61,3,384574.0,447210.0,116466.0,0.3,3,169929.0,169929.0,,,1,187028.0,187028.0,1327.0,0.01,2,88447.0,88447.0,23790.0,0.27,2,112712.0,112570.0,41401.0,0.37,3,221154.0,221154.0,32526.0,0.15,2,105963.0,105963.0,23452.0,0.22,2,161584.0,161584.0,22578.0,0.14,2,217130.0,217130.0,,,1,,,,,,,,,,,,,,,,1123.0,202668.0,,0.0,289818.0,347530.0,351264.0,428948.0,188206.0,249438.0,173195.0,447210.0,169929.0,187028.0,88447.0,112570.0,221154.0,105963.0,161584.0,217130.0,202668.0
1124.6812@11.227999,,,1124.6812,11.227999,9,,,,,,,,,,,,,,,1288005.0,,,,,,,,,,,,,,,,,,,,,,1301126.0,,1506412.0,1463997.0,1723283.0,1434953.0,,,,32897.0,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,1288005.0,1288005.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1403769.0,1403769.0,145159.0,0.1,2,1540744.0,1463997.0,158749.0,0.1,3,,,,,0,32897.0,32897.0,,,1,,,,,0,,,,,,,,,,,,,,,,1125.0,1345887.0,,0.0,,,,1288005.0,,,,,,,,1403769.0,1463997.0,,32897.0,,1345887.0
1126.6722@10.767,,,1126.6722,10.767000000000001,49,,,,107608.0,93592.0,89917.0,103551.0,67845.0,124631.0,84204.0,68825.0,88044.0,72679.0,63535.0,55968.0,81513.0,143047.0,100397.0,94738.0,90797.0,108144.0,71922.0,123107.0,89581.0,74335.0,109553.0,67487.0,68624.0,117315.0,144157.0,201080.0,131520.0,137439.0,192126.0,178179.0,225256.0,244121.0,122698.0,,86497.0,,63209.0,109120.0,125183.0,151720.0,,172396.0,122806.0,,112734.0,179622.0,,,,,0,97039.0,93592.0,9336.0,0.1,3,98676.0,103551.0,28705.0,0.29,3,80358.0,84204.0,10170.0,0.13,3,64061.0,63535.0,8368.0,0.13,3,108319.0,100397.0,31523.0,0.29,3,97893.0,94738.0,9094.0,0.09,3,94870.0,89581.0,25999.0,0.27,3,83792.0,74335.0,22571.0,0.27,3,110032.0,117315.0,38290.0,0.35,3,156680.0,137439.0,38566.0,0.25,3,198520.0,192126.0,24181.0,0.12,3,183410.0,183410.0,85859.0,0.47,2,74853.0,74853.0,16467.0,0.22,2,128674.0,125183.0,21514.0,0.17,3,147601.0,147601.0,35065.0,0.24,2,146178.0,146178.0,47297.0,0.32,2,,,,,,,,,,,,,,,,1127.0,101974.0,,0.0,93592.0,103551.0,84204.0,63535.0,100397.0,94738.0,89581.0,74335.0,117315.0,137439.0,192126.0,183410.0,74853.0,125183.0,147601.0,146178.0,101974.0
1126.6747@10.717995,,,1126.6747,10.717995,49,,,,60593.0,35313.0,32351.0,32731.0,,27412.0,35999.0,42435.0,33415.0,27391.0,,,55363.0,,58086.0,47095.0,49506.0,43533.0,44879.0,46043.0,52632.0,40535.0,43707.0,35103.0,27828.0,52894.0,68627.0,142068.0,52190.0,49498.0,115059.0,83803.0,93380.0,65244.0,78863.0,88595.0,44252.0,80315.0,55483.0,,26810.0,40488.0,,,33787.0,153378.0,51318.0,142053.0,,,,,0,42752.0,35313.0,15521.0,0.36,3,30072.0,30072.0,3761.0,0.13,2,37283.0,35999.0,4645.0,0.12,3,27391.0,27391.0,,,1,56724.0,56724.0,1925.0,0.03,2,46711.0,47095.0,3005.0,0.06,3,47851.0,46043.0,4181.0,0.09,3,39782.0,40535.0,4351.0,0.11,3,49783.0,52894.0,20577.0,0.41,3,81252.0,52190.0,52685.0,0.65,3,97414.0,93380.0,16014.0,0.16,3,77567.0,78863.0,11729.0,0.15,3,60017.0,55483.0,18454.0,0.31,3,33649.0,33649.0,9672.0,0.29,2,33787.0,33787.0,,,1,115583.0,142053.0,55942.0,0.48,3,,,,,,,,,,,,,,,,1127.0,46569.0,,0.0,35313.0,30072.0,35999.0,27391.0,56724.0,47095.0,46043.0,40535.0,52894.0,52190.0,93380.0,78863.0,55483.0,33649.0,33787.0,142053.0,46569.0
1130.7325@11.553,,,1130.7325,11.552999999999999,50,,,,532931.0,545618.0,597444.0,557716.0,334708.0,500338.0,548006.0,483500.0,522189.0,593892.0,553758.0,478713.0,462686.0,584453.0,489259.0,437271.0,279021.0,480622.0,486605.0,518042.0,540563.0,478460.0,540397.0,532063.0,510392.0,591092.0,695532.0,571363.0,572988.0,575151.0,490899.0,473527.0,527301.0,475608.0,487489.0,462930.0,525950.0,633354.0,537269.0,396327.0,559071.0,554024.0,,652337.0,556590.0,525848.0,626827.0,558794.0,,,,,0,558664.0,545618.0,34178.0,0.06,3,464254.0,500338.0,115800.0,0.25,3,517898.0,522189.0,32466.0,0.06,3,542121.0,553758.0,58465.0,0.11,3,512133.0,489259.0,64025.0,0.13,3,398971.0,437271.0,106117.0,0.27,3,515070.0,518042.0,27101.0,0.05,3,516973.0,532063.0,33613.0,0.07,3,599005.0,591092.0,92823.0,0.15,3,573167.0,572988.0,1900.0,0.0,3,497242.0,490899.0,27442.0,0.06,3,475342.0,475608.0,12282.0,0.03,3,565524.0,537269.0,59014.0,0.1,3,503141.0,554024.0,92538.0,0.18,3,604464.0,604464.0,67703.0,0.11,2,570490.0,558794.0,51495.0,0.09,3,,,,,,,,,,,,,,,,1131.0,534666.0,,0.0,545618.0,500338.0,522189.0,553758.0,489259.0,437271.0,518042.0,532063.0,591092.0,572988.0,490899.0,475608.0,537269.0,554024.0,604464.0,558794.0,534666.0
1132.7205@11.063999,,,1132.7205,11.063999,50,,,,277680.0,249641.0,249435.0,253279.0,155937.0,229278.0,251924.0,,,,,,,,264505.0,,144794.0,271684.0,237876.0,270972.0,364741.0,254899.0,,247473.0,321267.0,,357419.0,317974.0,319830.0,337562.0,336680.0,300788.0,417930.0,286646.0,329453.0,,310152.0,,,253665.0,395519.0,391377.0,,,,,,,,,,,0,258919.0,249641.0,16248.0,0.06,3,212831.0,229278.0,50712.0,0.24,3,251924.0,251924.0,,,1,,,,,0,264505.0,264505.0,,,1,208239.0,208239.0,89725.0,0.43,2,291196.0,270972.0,65806.0,0.23,3,251186.0,251186.0,5251.0,0.02,2,339343.0,339343.0,25563.0,0.08,2,325122.0,319830.0,10813.0,0.03,3,351799.0,336680.0,60017.0,0.17,3,308050.0,308050.0,30269.0,0.1,2,310152.0,310152.0,,,1,346854.0,391377.0,80730.0,0.23,3,,,,,0,,,,,0,,,,,,,,,,,,,,,,1133.0,270972.0,,0.0,249641.0,229278.0,251924.0,,264505.0,208239.0,270972.0,251186.0,339343.0,319830.0,336680.0,308050.0,310152.0,391377.0,,,270972.0
1133.738@11.390999,,,1133.738,11.390999,35,,,,141535.0,127764.0,126292.0,116335.0,74555.0,103651.0,111231.0,99551.0,102817.0,118171.0,107328.0,98439.0,93568.0,114138.0,93667.0,89080.0,,97029.0,104480.0,116074.0,121847.0,102908.0,112966.0,103894.0,99080.0,112888.0,,,,99174.0,,85895.0,102049.0,,97830.0,91220.0,,,,60397.0,,95446.0,,,,,,,,,,,0,131864.0,127764.0,8408.0,0.06,3,98180.0,103651.0,21421.0,0.22,3,104533.0,102817.0,6026.0,0.06,3,107979.0,107328.0,9882.0,0.09,3,100458.0,93667.0,11848.0,0.12,3,93054.0,93054.0,5621.0,0.06,2,114134.0,116074.0,8845.0,0.08,3,106589.0,103894.0,5544.0,0.05,3,105984.0,105984.0,9764.0,0.09,2,99174.0,99174.0,,,1,93972.0,93972.0,11423.0,0.12,2,94525.0,94525.0,4674.0,0.05,2,,,,,0,77922.0,77922.0,24783.0,0.32,2,,,,,0,,,,,0,,,,,,,,,,,,,,,,1134.0,102817.0,,0.0,127764.0,103651.0,102817.0,107328.0,93667.0,93054.0,116074.0,103894.0,105984.0,99174.0,93972.0,94525.0,,77922.0,,,102817.0
1136.7496@11.867003,,,1136.7496,11.867003,49,,,,98443.0,85062.0,100205.0,89603.0,60361.0,93429.0,84094.0,83062.0,88859.0,110924.0,95730.0,75754.0,87892.0,113571.0,85994.0,83341.0,51995.0,90930.0,81881.0,99393.0,100245.0,,92952.0,91725.0,103234.0,111347.0,123721.0,100885.0,103378.0,106490.0,103064.0,92741.0,115642.0,111335.0,95232.0,102041.0,86340.0,98791.0,78530.0,69002.0,95216.0,109529.0,,97105.0,102098.0,83849.0,108542.0,88676.0,,,,,0,94570.0,98443.0,8281.0,0.09,3,81131.0,89603.0,18089.0,0.22,3,85338.0,84094.0,3092.0,0.04,3,94136.0,95730.0,17639.0,0.19,3,95819.0,87892.0,15403.0,0.16,3,75422.0,83341.0,20640.0,0.27,3,93840.0,99393.0,10365.0,0.11,3,92338.0,92338.0,868.0,0.01,2,112767.0,111347.0,10317.0,0.09,3,103584.0,103378.0,2808.0,0.03,3,103816.0,103064.0,11469.0,0.11,3,102869.0,102041.0,8083.0,0.08,3,87887.0,86340.0,10219.0,0.12,3,91249.0,95216.0,20553.0,0.23,3,99602.0,99602.0,3531.0,0.04,2,93689.0,88676.0,13088.0,0.14,3,,,,,,,,,,,,,,,,1137.0,95473.0,,0.0,98443.0,89603.0,84094.0,95730.0,87892.0,83341.0,99393.0,92338.0,111347.0,103378.0,103064.0,102041.0,86340.0,95216.0,99602.0,88676.0,95473.0
